CustomerID,TypeOfIncident,SeverityOfIncident,AuthoritiesContacted,IncidentState,IncidentCity,PropertyDamage,BodilyInjuries,Witnesses,PoliceReport,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage,MonthOfIncident
Cust29310,Single Vehicle Collision,Minor Damage,Ambulance,State7,City6,YES,2,3,YES,72487,8090,14346,50051,2
Cust29311,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City5,,0,0,YES,51610,5697,11394,34519,1
Cust29313,Multi-vehicle Collision,Minor Damage,Other,State7,City2,,0,0,NO,60616,5685,11370,43561,2
Cust29314,Multi-vehicle Collision,Total Loss,Fire,State5,City1,,0,1,NO,63376,6338,10545,46493,2
Cust29315,Multi-vehicle Collision,Minor Damage,Fire,State5,City7,,0,1,NO,64096,6410,9825,47861,2
Cust29316,Multi-vehicle Collision,Total Loss,Fire,State7,City1,,0,0,,60467,5613,11226,43628,2
Cust29319,Multi-vehicle Collision,Minor Damage,Other,State5,City1,,0,1,NO,61275,6003,12007,43265,2
Cust29320,Multi-vehicle Collision,Minor Damage,Police,State5,City4,YES,2,0,NO,70378,6281,10066,54031,1
Cust29324,Multi-vehicle Collision,Total Loss,Police,State3,City4,,2,0,NO,75115,7601,12726,54788,1
Cust29325,Multi-vehicle Collision,Total Loss,Police,State5,City4,,2,1,NO,70763,6162,12324,52277,1
Cust29327,Multi-vehicle Collision,Total Loss,Police,State5,City3,,2,0,NO,77151,10633,13505,53013,1
Cust29328,Multi-vehicle Collision,Total Loss,Police,State3,City3,,2,0,NO,77762,11540,13739,52483,1
Cust29329,Single Vehicle Collision,Total Loss,Police,State7,City1,NO,1,0,,69342,7304,7304,54734,2
Cust2933,Single Vehicle Collision,Major Damage,Police,State4,City2,,0,2,NO,49328,8969,6184,34175,2
Cust29330,Single Vehicle Collision,Total Loss,Police,State8,City1,NO,0,2,,80083,11590,11590,56903,1
Cust29331,Single Vehicle Collision,Total Loss,Ambulance,State9,City1,YES,2,0,NO,71801,7978,9629,54194,1
Cust29332,Single Vehicle Collision,Total Loss,Other,State9,City1,NO,1,0,,68852,7231,7231,54390,2
Cust29334,Single Vehicle Collision,Total Loss,Police,State9,City1,NO,0,2,,80080,12252,12252,55576,1
Cust29336,Single Vehicle Collision,Total Loss,Police,State9,City1,NO,0,2,,80080,12302,12302,55476,1
Cust29337,Single Vehicle Collision,Total Loss,Police,State8,City1,NO,0,2,,80080,12272,12272,55536,1
Cust29338,Vehicle Theft,Minor Damage,Police,State9,City4,,2,1,NO,4729,504,504,3721,2
Cust29339,Parked Car,Minor Damage,None,State5,City3,,2,2,NO,5227,590,590,4047,2
Cust2934,Multi-vehicle Collision,Total Loss,Fire,State8,City4,NO,1,2,,65063,7291,6310,51462,2
Cust29341,Parked Car,Trivial Damage,None,State5,City3,,2,1,YES,4810,518,518,3774,2
Cust29342,Parked Car,Trivial Damage,None,State9,City3,,2,2,NO,5098,568,568,3962,2
Cust29343,Parked Car,Trivial Damage,Police,State5,City5,YES,2,2,YES,6080,978,629,4473,2
Cust29344,Vehicle Theft,Trivial Damage,None,State5,City4,,2,1,NO,4533,470,470,3593,2
Cust29345,Parked Car,Trivial Damage,None,State9,City4,,2,1,YES,4550,473,473,3604,2
Cust29346,Parked Car,Trivial Damage,Police,State4,City3,,2,2,NO,6844,674,1158,5012,2
Cust2935,Single Vehicle Collision,Major Damage,Ambulance,State7,City1,NO,2,2,,73388,12686,9331,51371,2
Cust29351,Single Vehicle Collision,Total Loss,Ambulance,State9,City6,,2,1,YES,58869,11243,5953,41673,1
Cust29353,Single Vehicle Collision,Total Loss,Police,State7,City4,NO,2,0,,57083,7473,6201,43409,1
Cust29355,Single Vehicle Collision,Minor Damage,Ambulance,State4,City4,,2,1,YES,58921,10858,6008,42055,1
Cust29357,Single Vehicle Collision,Total Loss,Ambulance,State5,City1,NO,0,0,NO,55820,11135,11156,33529,1
Cust29358,Single Vehicle Collision,Total Loss,Ambulance,State7,City5,NO,0,0,NO,60232,5520,10182,44530,1
Cust29359,Single Vehicle Collision,Total Loss,Ambulance,State7,City1,NO,0,0,NO,57424,9093,10801,37530,1
Cust2936,Multi-vehicle Collision,Major Damage,Police,State4,City4,NO,2,1,YES,39965,3751,6204,30010,1
Cust29360,Single Vehicle Collision,Minor Damage,Fire,State7,City1,,0,0,NO,60600,5778,11555,43267,1
Cust29361,Single Vehicle Collision,Minor Damage,Fire,State5,City1,,0,0,NO,60600,5234,10469,44897,1
Cust29362,Single Vehicle Collision,Total Loss,Ambulance,State5,City4,NO,0,0,,60600,5638,11276,43686,1
Cust29363,Single Vehicle Collision,Total Loss,Ambulance,State7,City5,YES,0,0,NO,59571,6360,10327,42884,1
Cust29364,Single Vehicle Collision,Total Loss,Police,State7,City6,NO,1,1,,58403,5157,10314,42932,1
Cust29366,Single Vehicle Collision,Total Loss,Police,State7,City7,,0,3,YES,42752,6077,4371,32304,2
Cust29367,Single Vehicle Collision,Minor Damage,Other,State7,City5,,0,3,,36422,6459,3358,26605,2
Cust29368,Single Vehicle Collision,Total Loss,Other,State5,City5,YES,0,3,YES,35938,6534,3267,26137,2
Cust29369,Single Vehicle Collision,Total Loss,Other,State5,City7,,1,2,,49302,5682,5420,38200,2
Cust2937,Multi-vehicle Collision,Total Loss,Ambulance,State7,City2,,1,1,,61110,5447,9277,46386,1
Cust29370,Single Vehicle Collision,Major Damage,Police,State9,City1,,0,3,YES,51148,9300,4650,37198,2
Cust29373,Single Vehicle Collision,Total Loss,Other,State5,City1,YES,0,3,YES,52179,9487,4744,37948,2
Cust29375,Single Vehicle Collision,Major Damage,Ambulance,State9,City1,YES,1,2,YES,52822,6392,6814,39616,1
Cust29376,Single Vehicle Collision,Major Damage,Ambulance,State9,City1,,1,2,,49155,5355,6934,36866,1
Cust29378,Single Vehicle Collision,Total Loss,Ambulance,State9,City1,YES,1,1,NO,41548,4325,5199,32024,1
Cust29380,Single Vehicle Collision,Total Loss,Fire,State9,City1,,1,1,NO,41657,4262,5362,32033,1
Cust29382,Single Vehicle Collision,Total Loss,Ambulance,State9,City4,,0,2,YES,51607,5226,6750,39631,1
Cust29383,Multi-vehicle Collision,Minor Damage,Police,State7,City2,NO,2,0,NO,56019,5602,5602,44815,2
Cust29387,Multi-vehicle Collision,Minor Damage,Other,State7,City3,NO,0,0,,41242,5639,5639,29964,1
Cust29388,Multi-vehicle Collision,Major Damage,Police,State7,City3,NO,2,0,NO,56068,5607,5607,44854,2
Cust29389,Multi-vehicle Collision,Minor Damage,Other,State7,City3,NO,0,0,,42411,5486,5486,31439,1
Cust2939,Single Vehicle Collision,Major Damage,Police,State5,City1,,0,0,NO,61950,7680,3925,50345,1
Cust29390,Multi-vehicle Collision,Total Loss,Other,State9,City2,NO,0,0,,41546,5599,5599,30348,1
Cust29392,Vehicle Theft,Total Loss,Other,State5,City5,NO,0,1,YES,10550,1877,1877,6796,2
Cust29393,Vehicle Theft,Trivial Damage,Police,State9,City5,,1,2,,3551,640,351,2560,2
Cust29394,Vehicle Theft,Minor Damage,Police,State5,City5,YES,0,1,,4671,679,828,3164,2
Cust29397,Vehicle Theft,Minor Damage,Police,State5,City7,YES,0,1,,4318,663,748,2907,2
Cust29399,Vehicle Theft,Minor Damage,None,State5,City5,NO,0,1,,3837,640,637,2560,2
Cust2940,Single Vehicle Collision,Minor Damage,Fire,State8,City5,YES,0,2,,82981,7544,7544,67893,2
Cust29400,Parked Car,Trivial Damage,Police,State5,City7,YES,0,0,,7841,829,1546,5466,1
Cust29402,Single Vehicle Collision,Total Loss,Ambulance,State5,City6,,0,2,YES,72438,11446,6777,54215,2
Cust29404,Single Vehicle Collision,Major Damage,Ambulance,State5,City7,NO,1,3,,65643,12637,6319,46687,2
Cust29405,Single Vehicle Collision,Total Loss,Fire,State5,City6,YES,1,3,,60126,11975,5988,42163,2
Cust29406,Single Vehicle Collision,Total Loss,Ambulance,State5,City4,NO,0,2,YES,71036,10661,6708,53667,2
Cust29407,Single Vehicle Collision,Total Loss,Ambulance,State5,City6,NO,1,3,,66628,12755,6378,47495,2
Cust29408,Single Vehicle Collision,Total Loss,Ambulance,State5,City4,,1,3,YES,69869,10008,6651,53210,2
Cust29409,Single Vehicle Collision,Total Loss,Ambulance,State5,City4,NO,0,2,,76528,13736,6977,55815,2
Cust29410,Single Vehicle Collision,Total Loss,Other,State9,City7,YES,1,3,,87625,15932,15932,55761,1
Cust29411,Single Vehicle Collision,Total Loss,Ambulance,State5,City2,,1,3,,87575,15923,15923,55729,1
Cust29413,Single Vehicle Collision,Total Loss,Ambulance,State9,City2,YES,2,3,,84849,15427,15427,53995,1
Cust29416,Single Vehicle Collision,Total Loss,Ambulance,State5,City2,,1,3,YES,87565,15921,15921,55723,1
Cust29417,Single Vehicle Collision,Total Loss,Ambulance,State5,City5,YES,1,3,,76810,12113,12113,52584,1
Cust29418,Single Vehicle Collision,Total Loss,Other,State5,City7,,1,3,YES,87561,15920,15920,55721,1
Cust29419,Multi-vehicle Collision,Minor Damage,Police,State9,City5,NO,0,2,YES,57236,9504,9504,38228,2
Cust2942,Single Vehicle Collision,Minor Damage,Ambulance,State7,City7,NO,1,2,,48837,4967,7033,36837,1
Cust29421,Multi-vehicle Collision,Total Loss,Police,State7,City4,NO,0,2,,59526,10749,10749,38028,2
Cust29424,Multi-vehicle Collision,Major Damage,Fire,State7,City5,NO,0,2,YES,47995,5190,4432,38373,2
Cust29425,Multi-vehicle Collision,Minor Damage,Fire,State5,City4,YES,0,3,YES,48921,8283,4767,35871,2
Cust29429,Multi-vehicle Collision,Minor Damage,Police,State7,City5,YES,2,0,YES,62019,5967,8313,47739,2
Cust2943,Single Vehicle Collision,Major Damage,Other,State4,City7,YES,1,1,NO,67170,8442,6525,52203,2
Cust29430,Multi-vehicle Collision,Total Loss,Other,State9,City2,,2,1,YES,67287,6117,12234,48936,2
Cust29431,Multi-vehicle Collision,Total Loss,Fire,State7,City6,NO,2,1,YES,53747,5892,6253,41602,2
Cust29432,Multi-vehicle Collision,Minor Damage,Fire,State7,City2,YES,2,1,,66859,6078,12156,48625,2
Cust29433,Multi-vehicle Collision,Minor Damage,Fire,State5,City4,NO,2,1,,57575,5501,9533,42541,2
Cust29435,Multi-vehicle Collision,Total Loss,Police,State7,City6,YES,2,1,,54035,5862,6500,41673,2
Cust29436,Multi-vehicle Collision,Total Loss,Fire,State9,City4,YES,2,1,,60429,5494,10987,43948,2
Cust29439,Vehicle Theft,Trivial Damage,Police,State4,City5,NO,1,2,,2738,501,362,1875,1
Cust2944,Multi-vehicle Collision,Major Damage,Other,State6,City3,,1,3,YES,72178,6255,12509,53414,2
Cust29440,Parked Car,Minor Damage,Police,State4,City5,NO,1,2,,4115,551,653,2911,1
Cust29441,Vehicle Theft,Minor Damage,Police,State4,City5,NO,1,1,,2891,551,275,2065,1
Cust29442,Parked Car,Minor Damage,Police,State9,City2,NO,1,3,,3422,480,380,2562,1
Cust29443,Vehicle Theft,Minor Damage,Police,State4,City5,NO,1,2,,3633,534,551,2548,1
Cust29444,Vehicle Theft,Minor Damage,None,State9,City2,YES,1,3,,3737,480,415,2842,1
Cust29445,Parked Car,Trivial Damage,Police,State4,City4,NO,1,2,,4280,557,688,3035,1
Cust29450,Parked Car,Minor Damage,Police,State7,City6,,1,2,,6614,537,1074,5003,1
Cust29451,Vehicle Theft,Minor Damage,Police,State7,City4,YES,1,1,NO,4972,432,703,3837,2
Cust29453,Vehicle Theft,Trivial Damage,None,State7,City6,,1,2,,6636,536,1072,5028,1
Cust29455,Multi-vehicle Collision,Minor Damage,Ambulance,State8,City7,YES,2,0,,80014,7132,14265,58617,2
Cust29456,Multi-vehicle Collision,Minor Damage,Ambulance,State8,City2,,2,1,YES,75039,7193,14385,53461,2
Cust29457,Multi-vehicle Collision,Major Damage,Other,State8,City7,YES,2,0,,82191,7061,14122,61008,2
Cust29458,Multi-vehicle Collision,Major Damage,Ambulance,State8,City7,YES,2,0,YES,81942,7069,14138,60735,2
Cust29459,Multi-vehicle Collision,Minor Damage,Police,State8,City7,NO,2,0,YES,76213,7186,14371,54656,2
Cust2946,Multi-vehicle Collision,Major Damage,Fire,State7,City7,YES,1,2,,49140,5206,7495,36439,1
Cust29460,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City2,,2,1,YES,72998,7205,14409,51384,2
Cust29461,Multi-vehicle Collision,Minor Damage,Other,State5,City6,YES,2,0,YES,88198,6864,13727,67607,2
Cust29466,Vehicle Theft,Trivial Damage,Police,State9,City4,YES,1,1,NO,2905,376,316,2213,1
Cust29467,Vehicle Theft,Trivial Damage,Police,State9,City4,NO,1,1,,2721,308,302,2111,1
Cust29468,Vehicle Theft,Minor Damage,Police,State7,City7,,1,1,NO,3294,414,342,2538,1
Cust29469,Vehicle Theft,Trivial Damage,Police,State7,City7,NO,1,1,NO,3210,398,336,2476,1
Cust2947,Single Vehicle Collision,Major Damage,Fire,State9,City6,YES,2,1,NO,77332,14707,14707,47918,2
Cust29470,Vehicle Theft,Trivial Damage,Police,State7,City2,YES,2,0,NO,3777,700,385,2692,1
Cust29471,Vehicle Theft,Trivial Damage,Police,State9,City4,YES,2,0,NO,3779,701,385,2693,1
Cust29472,Vehicle Theft,Trivial Damage,Police,State9,City4,NO,2,0,,3443,576,358,2509,1
Cust29473,Single Vehicle Collision,Total Loss,Police,State9,City6,NO,0,0,,87614,12483,7301,67830,2
Cust29474,Multi-vehicle Collision,Total Loss,Police,State9,City6,NO,0,1,NO,79695,8302,6641,64752,2
Cust29475,Single Vehicle Collision,Total Loss,Ambulance,State5,City6,YES,0,1,,71199,7163,7163,56873,2
Cust29476,Single Vehicle Collision,Total Loss,Fire,State9,City6,,0,1,,75072,6486,6486,62100,2
Cust29477,Single Vehicle Collision,Total Loss,Ambulance,State5,City2,,1,0,,65440,8170,8170,49100,2
Cust29478,Single Vehicle Collision,Total Loss,Ambulance,State9,City4,NO,0,0,NO,90063,13776,7505,68782,2
Cust29479,Multi-vehicle Collision,Total Loss,Police,State9,City6,,0,0,NO,72104,6336,6336,59432,2
Cust29481,Single Vehicle Collision,Total Loss,Ambulance,State9,City6,,0,1,NO,75946,6330,6330,63286,2
Cust29482,Single Vehicle Collision,Minor Damage,Police,State9,City2,NO,2,3,NO,89707,15120,15120,59467,1
Cust29484,Single Vehicle Collision,Total Loss,Police,State5,City2,,2,3,YES,89996,12189,15561,62246,1
Cust29485,Single Vehicle Collision,Minor Damage,Police,State9,City2,NO,2,1,YES,87006,15528,15528,55950,1
Cust29487,Single Vehicle Collision,Minor Damage,Police,State7,City6,YES,2,3,YES,86623,14437,12248,59938,1
Cust29488,Single Vehicle Collision,Total Loss,Police,State7,City2,,2,3,YES,89866,10677,15838,63351,1
Cust2949,Multi-vehicle Collision,Major Damage,Fire,State8,City5,NO,1,2,,70009,9149,6762,54098,2
Cust29490,Single Vehicle Collision,Minor Damage,Police,State9,City2,NO,2,3,YES,90110,15059,15059,59992,1
Cust29491,Multi-vehicle Collision,Major Damage,Ambulance,State7,City7,YES,0,0,NO,69882,13580,6790,49512,1
Cust29492,Multi-vehicle Collision,Major Damage,Ambulance,State7,City7,NO,0,0,NO,80525,14733,7367,58425,1
Cust29494,Single Vehicle Collision,Minor Damage,Fire,State7,City2,,0,0,NO,77461,14084,8126,55251,1
Cust29496,Single Vehicle Collision,Major Damage,Ambulance,State7,City7,,0,0,NO,73743,13408,8939,51396,1
Cust29497,Single Vehicle Collision,Minor Damage,Ambulance,State5,City7,,0,0,NO,72483,13848,6924,51711,1
Cust29498,Single Vehicle Collision,Total Loss,Police,State7,City7,NO,0,1,NO,73556,14949,7475,51132,1
Cust2950,Single Vehicle Collision,Major Damage,Ambulance,State9,City2,YES,2,1,YES,50075,7940,3970,38165,2
Cust29500,Multi-vehicle Collision,Total Loss,Ambulance,State8,City3,,1,3,YES,69478,7709,9660,52109,1
Cust29501,Multi-vehicle Collision,Total Loss,Ambulance,State6,City6,,1,3,YES,68618,7809,9345,51464,1
Cust29502,Multi-vehicle Collision,Total Loss,Fire,State7,City6,NO,1,3,YES,55414,5713,7046,42655,1
Cust29503,Multi-vehicle Collision,Total Loss,Ambulance,State4,City6,NO,1,3,YES,75749,6424,12179,57146,1
Cust29504,Multi-vehicle Collision,Total Loss,Other,State8,City6,NO,1,3,YES,68448,6060,9984,52404,1
Cust29505,Multi-vehicle Collision,Total Loss,Other,State4,City6,NO,1,3,YES,76176,6445,12307,57424,1
Cust29506,Multi-vehicle Collision,Total Loss,Ambulance,State8,City3,NO,1,3,YES,73385,7254,11092,55039,1
Cust29507,Multi-vehicle Collision,Total Loss,Ambulance,State8,City3,,1,3,YES,66022,8112,8393,49517,1
Cust29508,Multi-vehicle Collision,Total Loss,Other,State7,City6,NO,1,3,YES,63755,6022,9208,48525,1
Cust29509,Parked Car,Minor Damage,None,State9,City2,NO,0,3,NO,6001,1291,645,4065,1
Cust2951,Multi-vehicle Collision,Major Damage,Other,State3,City5,NO,2,2,,78003,12943,10901,54159,1
Cust29510,Vehicle Theft,Trivial Damage,None,State8,City2,NO,0,3,YES,6499,1182,1166,4151,1
Cust29511,Vehicle Theft,Minor Damage,None,State7,City2,NO,0,3,NO,6721,1222,789,4710,1
Cust29512,Parked Car,Minor Damage,None,State7,City5,,0,3,NO,6743,1245,622,4876,1
Cust29513,Parked Car,Minor Damage,None,State7,City2,NO,0,3,NO,7016,981,932,5103,1
Cust29515,Vehicle Theft,Minor Damage,None,State7,City3,NO,0,3,NO,6777,1232,693,4852,1
Cust29516,Vehicle Theft,Minor Damage,None,State7,City2,NO,0,3,NO,6755,1244,622,4889,1
Cust29518,Multi-vehicle Collision,Total Loss,Fire,State9,City1,NO,0,3,YES,70512,9467,12209,48836,1
Cust29519,Multi-vehicle Collision,Minor Damage,Fire,State5,City4,NO,1,2,,63006,6606,11280,45120,1
Cust2952,Multi-vehicle Collision,Major Damage,Fire,State7,City4,YES,2,2,NO,69972,12973,6486,50513,2
Cust29520,Multi-vehicle Collision,Major Damage,Fire,State8,City4,NO,0,3,YES,72041,10196,12369,49476,1
Cust29522,Multi-vehicle Collision,Total Loss,Ambulance,State9,City4,YES,1,2,NO,63368,6436,9159,47773,2
Cust29523,Multi-vehicle Collision,Total Loss,Fire,State5,City2,NO,1,2,YES,63226,7091,11227,44908,1
Cust29524,Multi-vehicle Collision,Total Loss,Fire,State9,City4,,0,3,YES,72431,10382,12410,49639,1
Cust29525,Multi-vehicle Collision,Total Loss,Fire,State5,City4,NO,0,2,,64319,9496,10965,43858,1
Cust29526,Multi-vehicle Collision,Major Damage,Fire,State9,City4,,1,2,YES,65598,7124,11695,46779,1
Cust29527,Multi-vehicle Collision,Major Damage,Other,State9,City2,,1,3,YES,65025,8637,11278,45110,1
Cust29528,Multi-vehicle Collision,Major Damage,Ambulance,State7,City2,NO,1,3,NO,65285,9151,11227,44907,1
Cust29529,Multi-vehicle Collision,Major Damage,Other,State9,City2,,1,3,NO,64682,7958,11345,45379,1
Cust29530,Multi-vehicle Collision,Total Loss,Ambulance,State5,City1,,1,3,NO,63333,5813,11626,45894,1
Cust29535,Multi-vehicle Collision,Major Damage,Ambulance,State7,City2,NO,1,3,NO,64848,8288,11312,45248,1
Cust29536,Multi-vehicle Collision,Total Loss,Police,State5,City7,YES,2,1,NO,62208,7233,6313,48662,1
Cust29537,Multi-vehicle Collision,Major Damage,Other,State5,City6,YES,2,1,NO,60703,6577,6116,48010,1
Cust2954,Multi-vehicle Collision,Major Damage,Fire,State4,City6,,1,2,NO,81139,7125,17010,57004,2
Cust29541,Multi-vehicle Collision,Total Loss,Police,State5,City7,NO,1,1,NO,64306,10070,6762,47474,1
Cust29542,Multi-vehicle Collision,Minor Damage,Other,State4,City6,YES,2,1,NO,58659,7857,6047,44755,1
Cust29543,Multi-vehicle Collision,Minor Damage,Police,State5,City2,YES,2,1,NO,60880,6466,6122,48292,1
Cust29545,Single Vehicle Collision,Total Loss,Ambulance,State8,City6,NO,0,2,YES,75195,13672,13672,47851,1
Cust29547,Single Vehicle Collision,Minor Damage,Fire,State7,City7,NO,0,2,YES,56919,11344,11344,34231,2
Cust2955,Multi-vehicle Collision,Major Damage,Police,State7,City4,NO,1,2,,68557,12465,12465,43627,1
Cust29550,Single Vehicle Collision,Total Loss,Fire,State7,City4,,1,2,NO,69233,11310,11310,46613,2
Cust29551,Single Vehicle Collision,Total Loss,Ambulance,State7,City6,,0,2,,74614,13566,13566,47482,2
Cust29552,Single Vehicle Collision,Total Loss,Fire,State7,City7,YES,0,2,YES,59197,11627,11627,35943,2
Cust29553,Single Vehicle Collision,Total Loss,Fire,State7,City4,NO,1,2,YES,67513,10549,10549,46415,2
Cust29555,Single Vehicle Collision,Total Loss,Police,State8,City7,YES,2,3,NO,90334,15757,16322,58255,1
Cust29556,Single Vehicle Collision,Major Damage,Ambulance,State8,City5,,2,2,NO,68744,6170,7045,55529,1
Cust29557,Single Vehicle Collision,Total Loss,Other,State6,City5,NO,2,1,NO,73802,6346,12692,54764,1
Cust29558,Single Vehicle Collision,Total Loss,Police,State6,City3,NO,2,1,NO,77295,6564,13128,57603,1
Cust29559,Single Vehicle Collision,Major Damage,Other,State8,City3,,2,2,NO,73049,6397,9080,57572,1
Cust2956,Multi-vehicle Collision,Major Damage,Other,State4,City1,YES,2,1,NO,58717,10992,8020,39705,1
Cust29560,Single Vehicle Collision,Major Damage,Other,State8,City7,YES,2,3,NO,88755,13814,15780,59161,1
Cust29561,Single Vehicle Collision,Major Damage,Other,State8,City7,,2,3,NO,90521,15987,16386,58148,1
Cust29562,Single Vehicle Collision,Total Loss,Police,State8,City3,,2,3,NO,90806,16338,16484,57984,1
Cust29563,Multi-vehicle Collision,Minor Damage,Fire,State8,City1,,0,2,,21826,2928,2396,16502,2
Cust29564,Vehicle Theft,Minor Damage,Police,State4,City1,,0,2,YES,9657,1565,782,7310,2
Cust29565,Multi-vehicle Collision,Minor Damage,Police,State8,City1,,0,2,,22482,3003,2489,16990,2
Cust29566,Vehicle Theft,Trivial Damage,None,State4,City1,,0,2,YES,9658,1179,1444,7035,2
Cust29567,Vehicle Theft,Trivial Damage,None,State5,City1,NO,0,1,YES,7605,1393,696,5516,2
Cust29568,Vehicle Theft,Trivial Damage,None,State4,City1,,0,2,,10123,1377,1191,7555,2
Cust29569,Parked Car,Minor Damage,None,State5,City1,,0,1,YES,6520,1302,651,4567,2
Cust29570,Parked Car,Minor Damage,Fire,State4,City5,,1,1,YES,36559,4620,4486,27453,2
Cust29571,Vehicle Theft,Trivial Damage,None,State4,City1,,0,1,NO,8334,1454,727,6153,2
Cust29572,Multi-vehicle Collision,Total Loss,Ambulance,State4,City3,,1,3,,50190,8672,8672,32846,2
Cust29573,Multi-vehicle Collision,Major Damage,Police,State9,City7,YES,1,3,YES,46910,6996,6996,32918,2
Cust29574,Multi-vehicle Collision,Major Damage,Police,State4,City1,YES,1,2,NO,53421,6587,6587,40247,2
Cust29575,Multi-vehicle Collision,Major Damage,Police,State4,City1,YES,1,1,NO,55872,5601,5601,44670,2
Cust29577,Multi-vehicle Collision,Total Loss,Police,State4,City7,,0,3,NO,46586,6508,6508,33570,2
Cust29578,Multi-vehicle Collision,Total Loss,Ambulance,State4,City1,YES,1,3,NO,63197,8252,8252,46693,1
Cust29579,Multi-vehicle Collision,Major Damage,Police,State4,City3,NO,1,2,NO,53213,6671,6671,39871,2
Cust2958,Multi-vehicle Collision,Major Damage,Police,State5,City2,YES,0,0,YES,52436,5817,5859,40760,1
Cust29580,Multi-vehicle Collision,Major Damage,Police,State4,City3,YES,1,1,NO,54521,6145,6145,42231,2
Cust29581,Multi-vehicle Collision,Total Loss,Fire,State5,City5,,0,0,NO,54182,5816,11632,36734,1
Cust29584,Multi-vehicle Collision,Total Loss,Fire,State5,City1,YES,0,1,YES,60814,6124,12247,42443,2
Cust29585,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City7,YES,1,1,YES,42600,6378,7822,28400,1
Cust29586,Multi-vehicle Collision,Total Loss,Ambulance,State7,City1,,0,0,YES,54244,5819,11638,36787,1
Cust29587,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City1,,0,0,NO,56257,5912,11825,38520,1
Cust29588,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City5,YES,0,0,NO,46902,6017,9617,31268,1
Cust29589,Multi-vehicle Collision,Total Loss,Fire,State7,City1,YES,0,0,NO,52789,5752,11503,35534,1
Cust2959,Single Vehicle Collision,Major Damage,Ambulance,State5,City3,YES,2,1,YES,55032,9221,4611,41200,2
Cust29590,Single Vehicle Collision,Major Damage,Fire,State7,City1,,1,3,NO,76729,15346,7673,53710,2
Cust29591,Single Vehicle Collision,Major Damage,Fire,State7,City3,YES,1,3,NO,76616,15323,7662,53631,2
Cust29593,Single Vehicle Collision,Total Loss,Fire,State7,City5,,1,3,NO,74965,14187,9109,51669,2
Cust29595,Single Vehicle Collision,Major Damage,Fire,State5,City3,YES,1,2,NO,77669,15534,7767,54368,1
Cust29596,Single Vehicle Collision,Major Damage,Fire,State7,City3,,1,2,NO,72875,12595,11248,49032,2
Cust29598,Single Vehicle Collision,Total Loss,Other,State7,City3,,1,3,,74552,13686,6843,54023,1
Cust29599,Single Vehicle Collision,Total Loss,Fire,State8,City3,YES,0,1,,67124,12204,12204,42716,1
Cust2960,Single Vehicle Collision,Major Damage,Fire,State5,City7,YES,1,0,YES,52121,6621,6621,38879,1
Cust29600,Single Vehicle Collision,Total Loss,Ambulance,State4,City3,,0,2,NO,78267,11362,14230,52675,1
Cust29602,Single Vehicle Collision,Minor Damage,Ambulance,State7,City3,YES,0,1,,65537,11916,11916,41705,1
Cust29603,Single Vehicle Collision,Minor Damage,Ambulance,State4,City4,,0,2,NO,78278,11353,14232,52693,1
Cust29604,Single Vehicle Collision,Minor Damage,Ambulance,State8,City3,,0,2,,79619,10227,14476,54916,2
Cust29605,Single Vehicle Collision,Minor Damage,Ambulance,State4,City4,,0,2,NO,77176,12279,14032,50865,1
Cust29608,Vehicle Theft,Minor Damage,Police,State8,City7,,2,1,NO,4937,786,614,3537,1
Cust29609,Vehicle Theft,Minor Damage,Police,State8,City2,,2,1,,4382,688,598,3096,1
Cust2961,Single Vehicle Collision,Total Loss,Fire,State5,City4,YES,0,1,,44226,323,5690,38213,1
Cust29610,Vehicle Theft,Minor Damage,None,State8,City7,,2,1,NO,4803,762,610,3431,1
Cust29611,Vehicle Theft,Minor Damage,None,State8,City2,NO,1,2,NO,7115,1171,676,5268,1
Cust29613,Vehicle Theft,Minor Damage,None,State8,City2,,1,2,,6874,1128,669,5077,1
Cust29614,Vehicle Theft,Minor Damage,Police,State8,City2,NO,2,1,NO,5429,873,628,3928,1
Cust29615,Parked Car,Minor Damage,Police,State7,City7,NO,1,2,NO,8462,1398,772,6292,1
Cust29616,Parked Car,Minor Damage,Police,State8,City2,NO,2,1,,4671,739,606,3326,1
Cust29619,Multi-vehicle Collision,Minor Damage,Fire,State7,City6,,2,1,,66926,12144,12010,42772,2
Cust2962,Single Vehicle Collision,Total Loss,Other,State5,City3,,2,3,,89002,16182,8091,64729,1
Cust29620,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City6,,2,1,YES,66800,12110,11917,42773,2
Cust29621,Multi-vehicle Collision,Major Damage,Fire,State7,City4,,2,1,,75619,10886,13308,51425,2
Cust29623,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City4,,1,2,,92421,8219,15483,68719,2
Cust29624,Multi-vehicle Collision,Major Damage,Fire,State7,City1,,1,2,,89398,8699,15092,65607,2
Cust29625,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City6,NO,2,0,,62149,10866,8478,42805,2
