CustomerLoyaltyPeriod,Policy_CombinedSingleLimit,Policy_Deductible,PolicyAnnualPremium,UmbrellaLimit,InsuredRelationship,CustomerID,PolicyMonth,PolicyYear
291,100/300,923,1360.14,0,not-in-family,Cust19203,2,1992
271,500/300,509,1511.89,0,not-in-family,Cust19204,3,1990
86,500/300,1942,1078.02,5175151,husband,Cust19205,3,2012
123,500/1000,1551,1097.03,6346184,husband,Cust19207,2,2010
91,500/1000,1885,1080.78,5345272,other-relative,Cust19208,3,2012
204,250/500,582,960.06,0,husband,Cust19209,7,2012
283,100/500,944,1123.23,0,husband,Cust19210,6,2009
243,250/300,762,1041.3,0,wife,Cust19211,6,2011
209,100/500,604,969.93,0,wife,Cust19212,7,2012
232,100/300,835,1024.14,0,not-in-family,Cust19214,9,2001
235,100/300,912,998.7,0,not-in-family,Cust19215,9,2000
233,100/300,842,1021.79,0,not-in-family,Cust19216,9,2001
212,100/300,500,1493.98,0,not-in-family,Cust19218,11,1992
214,250/500,500,-1.0,0,not-in-family,Cust19220,11,1992
84,100/300,1000,1457.49,0,unmarried,Cust19223,8,1994
83,100/300,1000,1461.96,0,unmarried,Cust19224,8,1995
285,250/300,500,1551.7,2430588,husband,Cust19225,3,1995
282,250/500,500,1525.16,1243649,unmarried,Cust19227,4,1998
283,100/500,500,1531.82,1541719,husband,Cust19228,4,1997
167,100/1000,1080,1437.15,0,unmarried,Cust19229,3,2007
178,100/1000,1491,1488.23,0,unmarried,Cust19230,3,2007
167,100/1000,1071,1436.03,0,unmarried,Cust19231,3,2007
171,100/1000,1247,1457.88,0,other-relative,Cust19232,3,2007
259,500/1000,500,1469.59,0,own-child,Cust19233,11,2006
348,500/300,500,1494.46,0,wife,Cust19234,10,2013
276,100/300,500,1474.2,0,wife,Cust19235,11,2007
273,250/500,500,1239.89,0,own-child,Cust19237,4,1990
269,250/500,500,1256.05,0,husband,Cust19238,3,1990
284,100/300,500,1188.4,0,husband,Cust19239,5,1991
285,250/300,500,1186.89,0,own-child,Cust19240,5,1991
118,500/1000,2000,1186.03,0,other-relative,Cust19241,11,1992
118,500/500,2000,1190.46,0,own-child,Cust19242,11,1992
118,500/1000,2000,1165.93,0,own-child,Cust19243,10,1993
118,500/500,2000,1195.91,0,other-relative,Cust19244,12,1992
261,250/500,977,1257.94,0,unmarried,Cust19245,6,2005
261,250/500,550,1329.27,0,other-relative,Cust19246,1,2009
261,250/500,820,1284.12,0,other-relative,Cust19248,4,2006
182,500/500,500,1198.49,0,husband,Cust19250,9,2013
191,250/500,500,1206.0,0,husband,Cust19252,10,2013
177,100/300,1000,1189.67,0,wife,Cust19254,5,2002
179,100/300,1000,1217.22,0,wife,Cust19255,5,2002
178,100/300,1000,1206.38,0,wife,Cust19256,5,2002
322,250/500,2000,1189.75,0,wife,Cust19257,10,1999
299,250/500,2000,1211.5,0,wife,Cust19258,10,1999
309,250/500,2000,1202.19,0,other-relative,Cust19259,10,1999
373,250/500,2000,1140.54,0,wife,Cust19260,9,1999
149,500/1000,2000,1185.65,0,husband,Cust19262,4,1998
117,500/1000,2000,1330.09,0,other-relative,Cust19263,3,1993
158,500/1000,2000,1142.18,0,other-relative,Cust19264,5,1999
111,500/500,2000,1053.4,0,wife,Cust19265,9,1994
157,500/500,2000,1243.19,0,not-in-family,Cust19268,10,1997
262,100/500,500,1039.0,6196031,wife,Cust19269,2,2009
256,100/300,500,1013.18,6823608,wife,Cust19271,3,2006
261,250/500,500,1033.44,6331205,husband,Cust19272,2,2009
253,100/300,2000,1176.22,4000000,other-relative,Cust19274,1,2013
214,500/300,2000,1346.51,4000000,other-relative,Cust19275,2,2009
226,100/300,2000,1295.23,4000000,other-relative,Cust19276,2,2010
73,500/500,2000,973.08,0,other-relative,Cust19277,4,2000
31,500/1000,2000,1038.58,0,own-child,Cust19278,3,2006
22,500/500,2000,1052.7,0,own-child,Cust19279,3,2008
60,500/1000,2000,992.51,0,other-relative,Cust19280,4,2002
240,100/1000,790,1159.74,0,own-child,Cust19281,9,1994
235,500/1000,737,1138.0,0,not-in-family,Cust19282,8,1994
225,500/1000,638,1097.41,0,own-child,Cust19283,8,1995
212,500/1000,512,1045.54,0,own-child,Cust19284,8,1996
204,250/500,970,1306.21,5879287,unmarried,Cust19285,7,2014
198,250/500,872,1318.5,5489305,unmarried,Cust19286,8,2013
177,250/500,522,1362.63,4089756,unmarried,Cust19287,11,2010
194,250/500,807,1326.72,5228665,unmarried,Cust19288,9,2012
244,100/1000,2000,1261.54,0,unmarried,Cust19290,5,1998
232,500/1000,2000,1309.88,0,not-in-family,Cust19291,6,1997
190,500/1000,2000,1486.89,0,unmarried,Cust19292,9,1994
176,500/1000,500,1398.89,0,own-child,Cust19293,6,2011
267,500/1000,500,1395.81,0,husband,Cust19294,8,2006
182,500/1000,500,1398.69,0,husband,Cust19296,6,2011
254,250/500,1987,1471.49,0,husband,Cust19297,7,2004
263,250/500,1663,1447.22,0,husband,Cust19298,7,2006
255,250/500,1953,1468.9,0,wife,Cust19299,7,2004
191,250/500,500,833.45,0,unmarried,Cust19301,7,2005
167,250/500,500,926.72,0,unmarried,Cust19302,9,2008
153,250/500,500,980.09,0,own-child,Cust19303,11,2009
187,250/500,500,848.23,0,unmarried,Cust19304,8,2006
117,100/300,690,1067.73,0,unmarried,Cust19306,11,2003
123,100/500,974,1221.25,0,unmarried,Cust19307,12,2001
114,250/300,582,1009.15,0,unmarried,Cust19308,10,2004
55,500/500,1000,1829.74,0,husband,Cust19309,1,1997
105,500/1000,1000,1679.02,0,wife,Cust19310,1,1998
140,250/500,1000,1572.2,0,wife,Cust19311,1,1999
119,250/500,1000,1635.62,0,wife,Cust19312,1,1999
88,250/300,2000,1605.5,0,unmarried,Cust19314,8,1996
171,500/1000,1000,1403.15,0,husband,Cust19317,4,2009
134,100/300,1000,1357.36,0,other-relative,Cust19320,4,2009
158,250/500,1430,1256.36,0,not-in-family,Cust19321,2,2009
207,100/300,1972,1224.99,0,not-in-family,Cust19322,1,2010
294,500/500,845,1375.42,0,not-in-family,Cust19326,7,2014
316,500/500,596,1356.21,0,wife,Cust19327,7,2013
287,500/500,918,1381.02,0,wife,Cust19328,7,2014
96,250/500,1000,1048.54,0,not-in-family,Cust19329,9,1998
91,250/500,1000,1022.63,0,not-in-family,Cust19330,10,1999
102,250/500,1000,1082.88,0,not-in-family,Cust19331,9,1997
104,250/500,1000,1090.78,0,other-relative,Cust19332,8,1996
238,100/300,2000,1228.38,0,other-relative,Cust19333,4,1999
250,100/300,2000,1231.61,0,other-relative,Cust19334,4,1999
224,500/300,2000,1224.75,0,other-relative,Cust19335,3,1998
240,500/1000,1348,1070.96,0,husband,Cust19340,5,2004
217,250/500,539,1377.51,0,own-child,Cust19341,4,1997
149,250/500,868,1265.65,0,other-relative,Cust19343,5,2003
176,250/500,737,1309.98,0,other-relative,Cust19344,5,2001
134,250/1000,2000,1553.43,0,husband,Cust19345,6,2001
124,250/500,2000,1467.95,0,wife,Cust19346,4,2000
142,250/1000,2000,1614.23,0,wife,Cust19347,7,2002
134,500/500,2000,1550.27,0,husband,Cust19348,6,2001
228,250/300,738,1432.91,0,other-relative,Cust19349,10,2011
232,250/500,789,1449.52,0,other-relative,Cust19350,10,2011
236,250/500,831,1463.39,0,other-relative,Cust19351,10,2012
220,100/300,633,1398.43,0,own-child,Cust19352,10,2010
151,100/300,1000,1032.83,0,wife,Cust19353,6,2001
150,100/300,1000,1030.13,0,wife,Cust19354,6,2001
138,100/300,1000,1007.81,0,husband,Cust19355,6,2001
151,100/300,1000,1032.88,0,wife,Cust19356,6,2001
155,500/300,1000,1261.8,0,not-in-family,Cust19357,11,2006
116,100/1000,1000,1325.57,0,husband,Cust19358,12,2007
240,500/1000,1000,1123.85,0,husband,Cust19359,11,2003
240,500/300,1000,1124.86,0,husband,Cust19360,11,2003
432,100/1000,1188,1381.79,0,own-child,Cust19362,10,1995
434,500/1000,1879,1416.81,0,own-child,Cust19364,7,1999
459,500/1000,2000,1404.01,0,husband,Cust19366,6,2005
446,100/300,2000,1413.9,0,husband,Cust19368,6,2002
387,500/500,500,1362.83,5097593,other-relative,Cust19369,8,2000
382,250/500,500,1364.97,4876927,unmarried,Cust19371,8,2000
355,250/1000,500,1377.37,3599723,unmarried,Cust19372,8,2000
48,100/300,858,1215.76,0,not-in-family,Cust19374,6,2007
52,100/300,624,1245.49,0,not-in-family,Cust19375,8,2009
52,100/300,603,1248.23,0,not-in-family,Cust19376,8,2009
140,100/300,578,1237.98,0,other-relative,Cust19377,4,2010
137,100/300,509,1207.17,0,other-relative,Cust19379,4,2010
154,100/300,805,1339.79,0,other-relative,Cust19380,3,2008
262,500/1000,1751,1171.31,0,unmarried,Cust19381,11,1992
230,500/1000,1222,1158.0,0,husband,Cust19382,11,1992
230,250/1000,1231,1158.22,0,unmarried,Cust19383,11,1992
248,250/500,1533,1165.81,0,unmarried,Cust19384,11,1992
263,500/1000,2000,988.84,6277737,not-in-family,Cust19385,3,1999
263,500/1000,2000,994.55,6304565,not-in-family,Cust19386,4,1999
294,500/1000,1000,1330.81,0,unmarried,Cust19389,2,1992
288,500/1000,1000,1324.37,0,unmarried,Cust19391,2,1992
257,500/1000,1000,1287.53,0,wife,Cust19392,4,1992
128,500/500,500,1370.21,0,other-relative,Cust19393,7,2004
125,500/500,500,1427.45,0,unmarried,Cust19394,7,2004
123,500/500,500,1480.17,0,other-relative,Cust19395,8,2003
126,250/1000,500,1403.68,0,unmarried,Cust19396,7,2004
132,100/1000,1279,1340.23,0,not-in-family,Cust19397,12,2005
127,500/300,1217,1339.72,0,wife,Cust19398,12,2006
163,500/1000,1634,1343.16,0,not-in-family,Cust19399,11,2003
110,100/1000,1028,1338.16,0,not-in-family,Cust19400,12,2007
319,250/500,505,1307.65,0,unmarried,Cust19402,4,1992
300,250/500,962,1358.11,0,unmarried,Cust19403,7,1992
299,500/500,982,1360.3,0,not-in-family,Cust19404,7,1992
246,100/500,636,1442.93,0,husband,Cust19405,3,2006
205,250/300,822,1434.87,0,husband,Cust19406,3,2006
173,250/300,966,1428.61,0,other-relative,Cust19407,3,2007
228,100/500,717,1439.42,0,husband,Cust19408,3,2006
122,250/500,1071,1086.87,0,husband,Cust19409,4,2001
276,500/500,500,980.68,0,husband,Cust19415,5,2007
56,500/500,771,1460.7,0,wife,Cust19417,2,1999
63,500/1000,855,1455.96,0,husband,Cust19419,2,1997
41,500/1000,558,1472.68,0,wife,Cust19420,4,2005
56,500/1000,883,1206.37,4766885,wife,Cust19421,5,2005
51,250/1000,844,1208.68,4688990,own-child,Cust19422,5,2004
27,250/1000,655,1219.92,4310866,wife,Cust19423,3,2004
292,250/300,1214,1208.94,0,not-in-family,Cust19425,8,1990
293,250/300,1148,1214.31,0,unmarried,Cust19427,8,1990
289,250/300,1595,1177.59,0,unmarried,Cust19428,8,1991
317,100/300,2000,925.31,5796441,wife,Cust19431,3,2010
170,100/300,500,1591.2,0,other-relative,Cust19434,9,1992
170,100/300,500,1593.8,0,other-relative,Cust19435,9,1992
285,250/1000,1000,1232.37,0,not-in-family,Cust19437,7,2007
274,500/1000,1000,1242.15,0,not-in-family,Cust19438,7,2006
269,250/500,1000,1246.61,0,other-relative,Cust19439,6,2006
263,250/1000,1000,1252.52,0,not-in-family,Cust19440,6,2005
230,250/1000,500,851.65,0,wife,Cust19442,9,2002
212,250/500,500,809.62,0,wife,Cust19443,9,2002
154,100/500,758,1143.29,5030951,wife,Cust19446,2,2011
92,250/500,957,1217.95,5826813,wife,Cust19448,2,2011
56,100/1000,2000,1701.73,0,not-in-family,Cust19450,9,2003
177,500/1000,2000,1299.55,0,not-in-family,Cust19451,11,2005
120,100/1000,2000,1491.37,0,not-in-family,Cust19452,10,2004
413,500/1000,2000,1101.88,0,not-in-family,Cust19455,9,1995
411,500/300,2000,1102.74,0,not-in-family,Cust19456,9,1994
145,250/1000,974,1280.36,206757,wife,Cust19457,2,2011
135,250/500,839,1304.17,1289710,husband,Cust19458,2,2010
133,250/1000,805,1310.16,1561977,husband,Cust19459,2,2010
130,500/500,768,1316.69,1859241,wife,Cust19460,2,2010
354,100/300,1000,1167.18,6488097,unmarried,Cust19461,5,1994
388,100/300,1000,1182.32,6187886,not-in-family,Cust19462,6,1995
396,100/300,1000,1185.88,6117432,not-in-family,Cust19464,6,1995
152,500/300,2000,1224.12,0,unmarried,Cust19466,1,2011
171,500/1000,2000,1095.6,0,unmarried,Cust19467,1,2012
143,500/300,2000,1286.87,0,wife,Cust19468,1,2010
214,250/500,2000,1358.31,0,other-relative,Cust19470,10,2001
212,250/500,2000,1349.58,0,other-relative,Cust19472,10,2001
130,100/1000,1029,990.6,0,other-relative,Cust19473,11,2007
188,500/300,1789,1095.32,0,other-relative,Cust19474,11,2001
193,500/1000,1853,1104.17,0,wife,Cust19475,11,2001
180,500/1000,1688,1081.37,0,wife,Cust19476,11,2002
374,500/1000,1326,1331.82,0,own-child,Cust19477,3,1996
431,500/500,1837,1414.37,0,own-child,Cust19478,4,1998
255,250/300,1000,1197.87,0,unmarried,Cust19484,5,2006
339,250/500,2000,1317.9,0,unmarried,Cust19485,9,1997
328,250/300,2000,1291.11,0,unmarried,Cust19486,9,2000
343,100/500,2000,1329.01,0,unmarried,Cust19487,10,1996
332,250/500,2000,1300.51,0,unmarried,Cust19488,9,1999
84,500/1000,1000,1132.18,0,husband,Cust19490,3,2003
27,250/500,1000,1204.96,0,husband,Cust19491,1,2006
109,250/500,2000,1248.75,1086057,husband,Cust19493,3,2006
98,500/500,2000,1231.42,1963358,husband,Cust19496,3,2005
284,500/1000,1000,1545.59,0,husband,Cust19497,7,2014
284,500/500,1000,1554.09,0,husband,Cust19498,7,2014
281,500/500,1000,1411.94,0,husband,Cust19499,7,2014
285,500/1000,1000,1583.13,0,husband,Cust19500,7,2014
227,250/500,500,1711.77,0,not-in-family,Cust19501,5,2002
243,250/500,500,1611.22,0,own-child,Cust19503,8,1999
231,250/500,500,1682.56,0,not-in-family,Cust19504,5,2001
333,250/1000,500,1251.98,0,own-child,Cust19505,11,2008
329,500/1000,500,1391.05,0,own-child,Cust19507,12,2005
334,250/1000,500,1224.55,0,own-child,Cust19508,11,2009
286,100/300,1924,1507.14,0,wife,Cust19509,11,1994
292,100/300,1537,1479.51,0,wife,Cust19511,11,1994
293,100/300,1443,1472.83,0,other-relative,Cust19512,12,1995
66,250/500,1331,1129.16,0,not-in-family,Cust19513,5,2006
59,250/500,1460,1133.82,0,not-in-family,Cust19514,5,2007
40,250/500,1814,1146.62,0,not-in-family,Cust19516,6,2010
329,100/500,500,1708.89,0,wife,Cust19517,3,1998
300,250/500,500,1678.39,0,wife,Cust19518,1,1999
316,100/300,500,1695.2,0,wife,Cust19520,2,1999
247,500/500,2000,1298.71,6722226,unmarried,Cust19522,4,2007
315,250/1000,2000,1340.73,6060257,unmarried,Cust19523,4,2008
316,250/1000,2000,1341.44,6049184,unmarried,Cust19524,4,2008
471,100/300,635,1059.57,0,other-relative,Cust19525,7,2001
474,500/1000,781,1110.98,0,wife,Cust19526,9,2001
470,500/300,599,1046.83,0,other-relative,Cust19527,7,2000
473,100/1000,721,1090.06,0,wife,Cust19528,8,2001
236,250/500,2000,1112.46,0,husband,Cust19529,6,1996
236,250/500,2000,1113.77,0,not-in-family,Cust19530,6,1996
237,250/500,2000,1101.12,0,husband,Cust19531,6,1996
232,250/500,2000,1176.71,0,husband,Cust19532,6,1997
268,500/1000,500,1276.0,0,not-in-family,Cust19533,4,2008
265,500/1000,500,1273.44,0,not-in-family,Cust19534,4,2008
275,500/1000,500,1282.32,0,not-in-family,Cust19535,4,2008
272,500/1000,500,1279.62,0,not-in-family,Cust19536,4,2008
101,250/500,850,1106.0,0,husband,Cust19537,10,1997
110,500/500,719,1179.31,0,husband,Cust19538,9,1996
113,500/1000,663,1210.63,0,husband,Cust19539,9,1995
96,500/500,920,1067.37,0,other-relative,Cust19540,10,1998
336,250/500,565,1431.78,3388222,husband,Cust19541,11,2008
340,250/500,525,1443.94,3149340,husband,Cust19542,11,2008
304,250/500,500,-1.0,0,own-child,Cust19545,12,2009
325,250/500,500,1129.8,0,not-in-family,Cust19546,12,2010
392,250/500,500,822.51,0,not-in-family,Cust19547,12,2013
297,250/500,500,1256.7,0,own-child,Cust19548,12,2009
64,250/500,2000,1656.88,0,own-child,Cust19549,6,1992
63,250/500,2000,1625.73,0,own-child,Cust19550,2,1994
64,250/500,2000,1662.16,0,other-relative,Cust19552,6,1992
210,500/1000,1916,1054.89,0,husband,Cust19553,8,2006
215,500/1000,1027,1123.35,0,husband,Cust19555,6,2004
212,500/1000,1516,1085.68,0,not-in-family,Cust19556,7,2005
302,100/300,668,1555.65,4006600,unmarried,Cust19557,2,1998
315,100/300,797,1548.9,4779840,unmarried,Cust19558,2,2002
313,100/300,774,1550.09,4643372,other-relative,Cust19559,2,2001
162,100/300,2000,1070.27,0,unmarried,Cust19563,2,2008
98,100/300,2000,970.25,0,husband,Cust19564,3,2007
31,250/500,1000,1052.13,0,not-in-family,Cust19565,5,1993
36,500/1000,1000,1030.56,0,not-in-family,Cust19566,4,1994
29,250/500,1000,1064.23,0,not-in-family,Cust19567,6,1993
193,500/300,1000,1214.82,6000000,other-relative,Cust19569,9,1992
280,500/300,1000,1510.8,6000000,other-relative,Cust19570,6,1993
238,500/300,1000,1368.28,6000000,other-relative,Cust19571,7,1992
322,250/500,500,1419.15,0,own-child,Cust19573,12,2006
319,250/500,500,1423.61,0,own-child,Cust19574,12,2006
301,250/500,500,1446.5,0,own-child,Cust19576,11,2008
312,100/1000,881,1032.03,0,unmarried,Cust19578,12,2005
261,100/1000,536,1187.1,0,unmarried,Cust19579,12,2013
291,100/1000,738,1096.32,0,husband,Cust19580,12,2008
275,500/1000,974,1046.4,207488,husband,Cust19581,1,2010
343,500/1000,603,1165.2,3172717,wife,Cust19583,1,2007
339,250/500,623,1158.96,3016947,husband,Cust19584,1,2007
246,100/300,2000,1053.34,0,wife,Cust19585,4,1992
248,100/300,2000,1064.54,0,wife,Cust19587,4,1992
246,100/300,2000,1053.17,0,wife,Cust19588,4,1992
238,100/300,2000,1216.39,0,unmarried,Cust19589,7,2008
231,100/300,2000,1220.58,0,unmarried,Cust19590,6,2003
239,100/1000,2000,-1.0,0,unmarried,Cust19592,7,2008
352,500/1000,719,1186.98,5312140,own-child,Cust19593,9,1996
360,250/500,830,1209.08,5978534,other-relative,Cust19594,9,1996
349,250/1000,669,1177.06,5013025,other-relative,Cust19595,9,1996
356,500/500,778,1198.78,5667929,own-child,Cust19596,9,1996
373,500/1000,701,1640.49,0,unmarried,Cust19597,8,1994
367,100/1000,949,1574.89,0,unmarried,Cust19598,7,1991
371,100/300,758,1625.45,0,husband,Cust19599,8,1993
376,100/300,552,1679.82,0,husband,Cust19600,9,1995
172,250/500,1000,1977.79,0,own-child,Cust19601,2,2010
155,100/500,1000,2043.56,0,other-relative,Cust19602,1,2010
250,250/300,1000,1677.44,0,other-relative,Cust19603,6,2012
167,100/500,1000,1998.54,0,other-relative,Cust19604,2,2010
158,100/1000,1134,1096.06,0,wife,Cust19605,10,2013
131,100/300,1601,1139.04,0,not-in-family,Cust19606,11,2009
125,500/300,1709,1148.96,0,not-in-family,Cust19607,11,2008
115,100/1000,1876,1164.29,0,wife,Cust19608,12,2006
197,500/1000,627,1168.66,6000000,own-child,Cust19609,4,2005
268,250/1000,889,1147.45,6000000,own-child,Cust19610,5,2006
193,500/500,611,1169.95,6000000,own-child,Cust19612,3,2005
247,100/500,1760,1136.41,0,not-in-family,Cust19614,9,1990
247,100/300,1820,1139.47,0,husband,Cust19616,9,1990
134,500/300,2000,971.92,0,own-child,Cust19617,9,1999
165,500/300,2000,1175.0,0,unmarried,Cust19620,9,2003
424,100/300,2000,1347.28,0,own-child,Cust19621,3,2003
427,100/300,2000,1467.63,0,unmarried,Cust19622,2,2004
426,250/500,2000,1421.93,0,own-child,Cust19623,3,2003
425,100/300,2000,1380.32,0,unmarried,Cust19624,3,2003
101,500/1000,1000,1064.58,2923748,own-child,Cust19625,7,2013
115,500/300,1000,1106.52,2421433,own-child,Cust19626,9,2010
122,100/1000,1000,1130.18,2138039,unmarried,Cust19627,10,2008
100,100/300,1000,1060.41,2973607,own-child,Cust19628,7,2014
261,500/1000,2000,1536.6,0,not-in-family,Cust19630,4,1991
264,100/1000,2000,1557.59,0,not-in-family,Cust19631,5,1991
124,500/1000,1000,1506.46,0,unmarried,Cust19634,9,1991
113,500/1000,1000,1410.84,0,unmarried,Cust19635,9,1991
131,500/1000,1000,1558.75,0,unmarried,Cust19636,8,1992
246,100/500,968,1508.11,0,own-child,Cust19637,9,2013
227,100/300,719,1426.77,0,other-relative,Cust19638,10,2011
215,100/500,578,1380.63,0,own-child,Cust19639,11,2010
232,250/500,783,1447.63,0,own-child,Cust19640,10,2011
153,100/300,967,1129.08,0,other-relative,Cust19641,3,2009
149,100/300,857,1146.54,0,other-relative,Cust19642,3,2009
188,100/300,1953,972.74,0,other-relative,Cust19643,1,2007
152,500/300,953,1131.39,0,other-relative,Cust19644,3,2009
177,100/300,2000,1274.31,0,own-child,Cust19645,10,2005
182,100/300,2000,1267.37,0,not-in-family,Cust19646,10,2005
188,100/300,2000,1258.17,0,own-child,Cust19648,11,2005
135,250/500,826,852.67,0,other-relative,Cust19649,11,1993
128,250/500,855,839.38,0,other-relative,Cust19650,11,1992
124,250/500,872,831.58,0,other-relative,Cust19652,11,1992
59,250/300,1000,1181.47,0,not-in-family,Cust19653,9,2001
9,100/300,1000,1320.12,0,not-in-family,Cust19654,5,1999
8,100/300,1000,1322.45,0,wife,Cust19655,5,1999
24,100/500,1000,1280.17,0,wife,Cust19656,6,2000
126,100/500,577,904.18,0,other-relative,Cust19657,3,2009
110,250/300,849,601.4,0,other-relative,Cust19658,2,2008
121,250/500,649,824.23,0,other-relative,Cust19660,3,2008
119,250/500,2000,1061.52,0,husband,Cust19661,4,2001
157,250/1000,2000,1118.12,0,husband,Cust19663,5,2000
146,500/1000,2000,1101.11,0,husband,Cust19664,5,2000
217,500/300,955,1135.52,0,husband,Cust19667,6,2003
217,500/300,964,1133.58,0,husband,Cust19668,6,2004
436,250/300,500,954.17,3491216,own-child,Cust19670,10,2000
434,100/300,500,962.92,3145373,own-child,Cust19671,10,2000
213,500/500,500,1156.4,0,not-in-family,Cust19673,6,2000
222,500/1000,500,1161.1,0,other-relative,Cust19674,6,2001
224,500/500,500,1162.52,0,other-relative,Cust19675,7,2001
117,500/1000,1000,1427.14,0,other-relative,Cust19681,12,1995
116,250/500,1000,1409.52,0,other-relative,Cust19682,12,1996
113,500/1000,1000,1288.6,0,other-relative,Cust19683,12,1998
119,250/500,1000,1504.78,0,other-relative,Cust19684,11,1994
239,100/1000,2000,1291.02,6713427,other-relative,Cust19685,8,1998
220,500/300,2000,1240.9,5661038,wife,Cust19687,9,1996
226,100/1000,2000,1258.12,6022756,other-relative,Cust19688,9,1997
106,500/1000,2000,1085.51,0,wife,Cust19689,7,2001
123,500/1000,2000,1123.23,0,wife,Cust19690,8,2000
125,500/1000,2000,1127.77,0,wife,Cust19691,9,2000
146,500/1000,2000,1172.66,0,wife,Cust19692,10,1998
374,250/1000,678,1357.83,0,own-child,Cust19693,3,1997
344,500/500,944,1292.86,0,own-child,Cust19694,2,1995
381,500/1000,616,1372.92,0,own-child,Cust19695,3,1998
380,250/500,626,1370.43,0,own-child,Cust19696,3,1998
45,500/300,1806,693.87,0,unmarried,Cust19699,8,2010
153,100/1000,500,1016.09,0,other-relative,Cust19701,11,2005
154,500/300,500,1045.37,0,unmarried,Cust19702,9,2007
154,100/1000,500,1027.8,0,unmarried,Cust19703,10,2006
141,250/300,2000,1340.87,0,husband,Cust19706,10,1995
138,100/500,2000,1340.51,0,husband,Cust19708,10,1994
376,250/300,2000,1579.42,0,husband,Cust19709,4,2012
404,100/300,2000,1540.26,0,husband,Cust19710,3,2008
409,250/500,2000,1533.47,0,unmarried,Cust19711,3,2007
394,100/300,2000,1554.53,0,husband,Cust19712,3,2009
238,100/300,1516,1288.39,0,own-child,Cust19713,11,1998
270,100/500,1010,1252.33,0,wife,Cust19714,12,1995
248,250/500,1357,1277.04,0,wife,Cust19716,11,1997
101,100/300,815,883.58,0,husband,Cust19717,3,2011
99,100/300,906,857.52,0,wife,Cust19718,3,2011
98,100/300,962,841.34,0,husband,Cust19719,2,2010
105,100/300,584,950.41,0,husband,Cust19720,4,2013
235,100/300,2000,1303.6,0,other-relative,Cust19722,2,1994
281,500/1000,500,1137.23,0,own-child,Cust19725,1,1993
250,250/1000,500,1276.26,0,own-child,Cust19728,2,2004
243,250/500,2000,1311.07,0,not-in-family,Cust19729,4,2009
250,100/500,2000,1299.02,0,not-in-family,Cust19730,4,2008
255,100/300,2000,1290.58,0,not-in-family,Cust19731,4,2007
250,250/300,2000,1299.51,0,not-in-family,Cust19732,4,2008
83,100/300,694,1005.94,6000000,not-in-family,Cust19733,3,2007
96,100/300,744,1005.73,6000000,own-child,Cust19734,3,2006
161,100/300,993,1004.66,6000000,own-child,Cust19735,4,2002
47,100/300,559,1006.52,6000000,own-child,Cust19736,3,2009
268,250/1000,1000,1412.45,0,unmarried,Cust19737,10,1997
281,250/500,1000,1396.6,0,not-in-family,Cust19738,11,2000
286,500/500,1000,1390.87,0,not-in-family,Cust19739,12,2001
318,250/500,2000,1196.93,0,not-in-family,Cust19741,10,1996
282,250/500,2000,1234.01,0,other-relative,Cust19742,11,1994
341,250/500,2000,1173.76,0,not-in-family,Cust19743,10,1997
217,250/300,2000,1350.7,0,not-in-family,Cust19746,4,2009
208,250/300,2000,1362.38,0,own-child,Cust19748,4,2008
112,500/500,500,1316.54,0,wife,Cust19749,7,1999
109,250/500,500,1313.78,0,not-in-family,Cust19750,7,1998
122,500/1000,500,1324.74,0,not-in-family,Cust19751,8,2004
114,500/1000,500,1318.66,0,not-in-family,Cust19752,8,2001
72,500/300,1000,1069.27,6000000,unmarried,Cust19753,7,1998
119,100/300,1000,1035.82,6000000,not-in-family,Cust19754,5,2000
132,100/1000,1000,1026.51,6000000,not-in-family,Cust19755,5,2001
119,500/1000,1000,1035.69,6000000,not-in-family,Cust19756,5,2000
122,500/300,992,1058.0,0,not-in-family,Cust19759,10,2001
25,500/500,797,1302.49,4405881,own-child,Cust19761,4,2001
28,500/500,832,1293.12,4335748,own-child,Cust19763,4,2001
17,250/500,679,1333.96,4641398,own-child,Cust19764,4,2002
264,500/1000,500,1363.73,-582952,husband,Cust19765,7,1995
244,500/1000,500,1387.58,-188081,wife,Cust19766,9,1995
281,100/300,500,1342.48,-934826,husband,Cust19767,5,1995
241,100/1000,500,1390.94,-132525,husband,Cust19768,9,1995
111,250/500,2000,1010.35,0,wife,Cust19770,11,2008
64,250/300,2000,805.17,0,other-relative,Cust19772,9,2011
140,500/500,898,1293.81,818478,wife,Cust19774,2,2011
118,250/500,500,1321.99,0,not-in-family,Cust19778,8,2003
109,250/1000,500,1313.79,0,not-in-family,Cust19779,7,1998
227,250/300,2000,996.28,0,own-child,Cust19781,6,2006
216,250/500,2000,1055.59,0,wife,Cust19782,7,2006
213,100/500,2000,1070.31,0,own-child,Cust19783,7,2006
205,100/500,2000,1110.02,0,wife,Cust19784,8,2006
241,100/1000,500,810.88,0,other-relative,Cust19785,12,1993
124,500/1000,500,898.93,0,wife,Cust19786,9,1994
176,500/300,500,859.54,0,wife,Cust19788,10,1993
181,100/1000,730,1421.24,0,other-relative,Cust19789,3,2010
190,100/300,567,1417.7,0,other-relative,Cust19790,3,2011
180,500/1000,747,1421.63,0,other-relative,Cust19791,3,2010
189,500/300,591,1418.22,0,not-in-family,Cust19792,3,2011
