CustomerID,InsuredAge,InsuredGender,InsuredEducationLevel,InsuredOccupation,CapitalGains,CapitalLoss
Cust31199,30,MALE,MD,armed-forces,0,-49500
Cust31200,28,FEMALE,MD,armed-forces,30400,-52300
Cust31201,41,FEMALE,Associate,other-service,67100,0
Cust31202,41,FEMALE,High School,protective-serv,67100,0
Cust31203,35,MALE,Associate,tech-support,67100,-80600
Cust31206,36,MALE,Associate,exec-managerial,67100,-80600
Cust31209,41,FEMALE,Associate,other-service,0,0
Cust3121,35,MALE,MD,craft-repair,0,0
Cust31211,37,FEMALE,PhD,farming-fishing,53900,-48700
Cust31212,41,FEMALE,PhD,farming-fishing,0,-48700
Cust31213,43,MALE,PhD,other-service,53900,0
Cust31214,32,FEMALE,PhD,other-service,0,-47400
Cust31216,31,MALE,PhD,other-service,0,-48700
Cust31217,28,FEMALE,PhD,other-service,0,-47400
Cust31218,32,FEMALE,PhD,other-service,0,-48700
Cust3122,35,FEMALE,MD,armed-forces,0,0
Cust31220,26,MALE,College,exec-managerial,50400,-30900
Cust31222,25,FEMALE,College,priv-house-serv,50400,0
Cust31223,27,MALE,College,priv-house-serv,0,0
Cust31224,41,MALE,College,priv-house-serv,35700,0
Cust31227,26,MALE,College,priv-house-serv,0,0
Cust31228,36,MALE,College,adm-clerical,0,-31700
Cust31229,37,MALE,College,armed-forces,0,-31700
Cust3123,32,FEMALE,High School,farming-fishing,0,0
Cust31230,32,MALE,MD,adm-clerical,0,-55800
Cust31232,33,MALE,MD,adm-clerical,0,-55800
Cust31234,34,MALE,College,armed-forces,0,-31700
Cust31235,34,MALE,MD,adm-clerical,0,-55800
Cust31237,41,FEMALE,JD,sales,0,-64100
Cust31238,34,FEMALE,JD,sales,46300,0
Cust31239,38,MALE,JD,sales,61900,-50000
Cust3124,32,FEMALE,High School,sales,0,0
Cust31240,35,FEMALE,JD,sales,46300,-57600
Cust31242,42,FEMALE,JD,machine-op-inspct,0,-64100
Cust31243,37,FEMALE,JD,sales,46300,-57600
Cust31245,34,FEMALE,JD,craft-repair,61900,-50000
Cust31246,39,MALE,Masters,armed-forces,83900,-52100
Cust31247,36,MALE,Masters,tech-support,83900,-52100
Cust31248,41,MALE,Masters,tech-support,83900,-62500
Cust31249,39,MALE,Masters,armed-forces,83900,0
Cust3125,39,FEMALE,MD,armed-forces,24000,0
Cust31250,40,FEMALE,Masters,tech-support,45500,-52100
Cust31251,35,MALE,Masters,tech-support,58600,-28700
Cust31252,39,MALE,Masters,tech-support,83900,-52100
Cust31253,39,MALE,Masters,armed-forces,0,0
Cust31254,35,MALE,PhD,machine-op-inspct,83900,-52100
Cust31255,39,MALE,College,handlers-cleaners,0,-65800
Cust31256,40,MALE,College,armed-forces,0,-65800
Cust31257,37,MALE,High School,armed-forces,0,0
Cust31258,39,FEMALE,High School,armed-forces,0,-36800
Cust3126,40,FEMALE,Associate,prof-specialty,24000,0
Cust31260,40,MALE,High School,handlers-cleaners,0,-36800
Cust31261,37,MALE,High School,armed-forces,0,0
Cust31262,38,MALE,High School,armed-forces,0,0
Cust31264,30,FEMALE,JD,machine-op-inspct,29300,0
Cust31265,31,FEMALE,Masters,farming-fishing,63600,0
Cust31266,32,MALE,Masters,farming-fishing,0,0
Cust31267,31,FEMALE,Masters,farming-fishing,29300,0
Cust31268,31,FEMALE,High School,priv-house-serv,63600,0
Cust31269,31,FEMALE,Masters,farming-fishing,63600,0
Cust3127,37,FEMALE,Masters,exec-managerial,0,0
Cust31270,31,FEMALE,Masters,priv-house-serv,63600,0
Cust31271,32,FEMALE,Masters,farming-fishing,29300,0
Cust31275,46,MALE,College,priv-house-serv,46300,0
Cust31276,41,MALE,Masters,armed-forces,46300,-41700
Cust31277,44,MALE,College,priv-house-serv,46300,-41700
Cust31278,46,MALE,Masters,armed-forces,46300,-41700
Cust3128,33,FEMALE,JD,exec-managerial,0,-58900
Cust31281,47,MALE,College,armed-forces,46300,-41700
Cust31282,43,MALE,JD,adm-clerical,0,-59500
Cust31283,43,MALE,JD,adm-clerical,0,0
Cust31284,39,MALE,JD,adm-clerical,0,-59500
Cust31285,37,MALE,JD,adm-clerical,0,0
Cust31286,35,MALE,MD,adm-clerical,0,-59500
Cust31287,37,MALE,MD,prof-specialty,0,-59500
Cust31289,40,MALE,MD,adm-clerical,41300,-42000
Cust3129,34,MALE,Associate,adm-clerical,0,0
Cust31290,46,MALE,MD,adm-clerical,0,-59500
Cust31291,29,MALE,JD,farming-fishing,0,0
Cust31292,30,MALE,PhD,farming-fishing,37900,0
Cust31293,33,FEMALE,JD,armed-forces,37900,0
Cust31294,35,FEMALE,PhD,craft-repair,37900,0
Cust31295,34,FEMALE,Associate,adm-clerical,37900,0
Cust31297,35,,Associate,craft-repair,37900,0
Cust31299,33,FEMALE,PhD,armed-forces,37900,0
Cust31301,24,FEMALE,Associate,armed-forces,46800,0
Cust31302,25,FEMALE,High School,adm-clerical,0,0
Cust31303,29,FEMALE,High School,craft-repair,78800,0
Cust31304,25,MALE,JD,exec-managerial,0,-30900
Cust31305,24,FEMALE,Associate,adm-clerical,0,0
Cust31306,24,MALE,JD,exec-managerial,46800,0
Cust31308,27,FEMALE,High School,craft-repair,78800,0
Cust31309,29,FEMALE,MD,transport-moving,0,0
Cust3131,45,FEMALE,MD,farming-fishing,24800,0
Cust31310,31,MALE,MD,machine-op-inspct,0,-27700
Cust31311,25,FEMALE,MD,armed-forces,0,-27700
Cust31312,29,FEMALE,College,transport-moving,0,-27700
Cust31313,27,FEMALE,High School,other-service,0,-27700
Cust31316,24,MALE,College,armed-forces,0,0
Cust31317,26,FEMALE,MD,armed-forces,75400,-27700
Cust31319,35,FEMALE,College,farming-fishing,48900,-55400
Cust3132,46,FEMALE,PhD,prof-specialty,24800,0
Cust31320,31,FEMALE,College,machine-op-inspct,48900,-63100
Cust31321,32,MALE,College,handlers-cleaners,48900,0
Cust31322,36,FEMALE,College,transport-moving,48900,-55400
Cust31323,34,MALE,College,transport-moving,48900,0
Cust31326,30,MALE,PhD,transport-moving,48900,-63100
Cust31328,30,FEMALE,JD,armed-forces,56800,0
Cust3133,48,MALE,JD,farming-fishing,0,-58600
Cust31330,35,FEMALE,Masters,armed-forces,43200,0
Cust31331,31,FEMALE,JD,armed-forces,56800,0
Cust31334,32,FEMALE,JD,handlers-cleaners,56800,0
Cust31335,29,FEMALE,JD,handlers-cleaners,56800,0
Cust31336,34,FEMALE,MD,prof-specialty,0,0
Cust31337,31,FEMALE,College,adm-clerical,0,0
Cust31338,40,FEMALE,College,prof-specialty,0,0
Cust31339,34,MALE,College,tech-support,58500,-77700
Cust31340,34,FEMALE,College,adm-clerical,0,-42500
Cust31341,34,FEMALE,MD,tech-support,58500,0
Cust31342,27,FEMALE,College,adm-clerical,43000,-42500
Cust31345,44,MALE,High School,craft-repair,45800,0
Cust31346,45,MALE,MD,tech-support,35000,0
Cust31347,45,FEMALE,MD,farming-fishing,45800,0
Cust31349,44,MALE,MD,craft-repair,35000,0
Cust31350,46,MALE,MD,priv-house-serv,35000,0
Cust31351,44,MALE,MD,craft-repair,35000,0
Cust31352,44,FEMALE,JD,tech-support,35000,0
Cust31354,40,MALE,PhD,machine-op-inspct,32500,-89400
Cust31356,41,FEMALE,PhD,transport-moving,32500,-89400
Cust31357,41,MALE,Masters,transport-moving,30400,-89400
Cust31358,39,MALE,Masters,machine-op-inspct,30400,-89400
Cust31360,41,MALE,Masters,machine-op-inspct,0,0
Cust31361,42,MALE,Masters,transport-moving,65100,0
Cust31362,42,MALE,Masters,machine-op-inspct,0,0
Cust31363,34,MALE,Associate,prof-specialty,0,0
Cust31364,36,MALE,Associate,handlers-cleaners,0,0
Cust31365,37,FEMALE,MD,armed-forces,62400,-52300
Cust31366,33,MALE,College,craft-repair,71500,0
Cust31367,37,MALE,PhD,craft-repair,0,0
Cust31368,34,FEMALE,MD,prof-specialty,0,0
Cust3137,35,FEMALE,JD,transport-moving,0,-32500
Cust31370,36,FEMALE,College,prof-specialty,0,0
Cust31371,31,MALE,MD,prof-specialty,62400,-52300
Cust31372,38,FEMALE,PhD,exec-managerial,80900,-111100
Cust31373,31,MALE,PhD,protective-serv,0,-111100
Cust31375,38,FEMALE,MD,tech-support,0,-111100
Cust31378,42,MALE,MD,tech-support,80900,-90600
Cust31379,41,FEMALE,JD,protective-serv,80900,-90600
Cust3138,27,MALE,JD,farming-fishing,0,-32500
Cust31381,34,FEMALE,PhD,sales,51500,-69600
Cust31382,31,FEMALE,PhD,protective-serv,51500,0
Cust31383,35,FEMALE,Masters,protective-serv,76000,0
Cust31384,35,FEMALE,JD,priv-house-serv,0,-69600
Cust31385,35,FEMALE,JD,protective-serv,0,0
Cust31386,31,FEMALE,JD,sales,0,0
Cust31388,37,FEMALE,JD,protective-serv,0,0
Cust31389,35,FEMALE,Masters,machine-op-inspct,0,0
Cust3139,29,MALE,MD,adm-clerical,51300,0
Cust31390,45,FEMALE,MD,handlers-cleaners,0,-58300
Cust31391,43,FEMALE,PhD,armed-forces,65000,-49200
Cust31392,44,FEMALE,PhD,handlers-cleaners,21200,-58300
Cust31394,43,FEMALE,PhD,handlers-cleaners,0,-58300
Cust31395,48,FEMALE,PhD,handlers-cleaners,0,-58300
Cust31396,43,FEMALE,PhD,handlers-cleaners,65000,-49200
Cust31397,45,FEMALE,MD,handlers-cleaners,0,-58300
Cust31399,31,MALE,Associate,machine-op-inspct,82100,0
Cust3140,26,MALE,Masters,sales,40600,0
Cust31400,35,MALE,Masters,protective-serv,47600,-34700
Cust31401,31,MALE,Associate,machine-op-inspct,82100,-34700
Cust31402,32,FEMALE,Masters,machine-op-inspct,0,-39600
Cust31403,31,FEMALE,Associate,other-service,0,-34700
Cust31405,32,MALE,Masters,machine-op-inspct,0,0
Cust31407,38,FEMALE,Masters,protective-serv,47600,-39600
Cust31410,46,FEMALE,MD,prof-specialty,26900,-33000
Cust31411,48,FEMALE,MD,tech-support,46300,-33000
Cust31415,48,FEMALE,MD,exec-managerial,0,-55300
Cust31416,44,FEMALE,Associate,tech-support,26900,-55300
Cust31417,29,FEMALE,Masters,tech-support,63100,-54100
Cust31418,25,FEMALE,JD,exec-managerial,63100,-54100
Cust3142,35,FEMALE,College,adm-clerical,0,-74500
Cust31421,26,MALE,High School,farming-fishing,63100,-54100
Cust31423,27,FEMALE,Masters,farming-fishing,63100,-54100
Cust31425,29,MALE,Masters,tech-support,51400,-54100
Cust31426,34,FEMALE,PhD,craft-repair,0,0
Cust31429,34,FEMALE,Associate,prof-specialty,0,0
Cust3143,40,FEMALE,Associate,transport-moving,0,0
Cust31430,32,FEMALE,Associate,prof-specialty,0,-54600
Cust31431,38,FEMALE,PhD,craft-repair,0,0
Cust31435,33,FEMALE,College,transport-moving,52900,0
Cust31436,29,FEMALE,College,adm-clerical,0,0
Cust3144,53,FEMALE,JD,farming-fishing,60300,-24700
Cust31440,34,FEMALE,College,transport-moving,100500,0
Cust31442,31,FEMALE,College,adm-clerical,59500,0
Cust31443,28,FEMALE,College,adm-clerical,100500,0
Cust31444,45,MALE,College,prof-specialty,55100,0
Cust31446,36,MALE,MD,armed-forces,52800,-32800
Cust31448,35,MALE,Masters,prof-specialty,25800,0
Cust31449,42,MALE,College,sales,25800,0
Cust3145,47,FEMALE,JD,other-service,0,-41400
Cust31450,39,MALE,MD,armed-forces,52800,-32800
Cust31451,46,FEMALE,Masters,sales,25800,0
Cust31452,44,FEMALE,Masters,sales,55100,0
Cust31454,44,MALE,Masters,prof-specialty,0,0
Cust31455,51,MALE,MD,protective-serv,0,-17000
Cust31456,54,MALE,MD,prof-specialty,0,-17000
Cust31458,50,MALE,MD,prof-specialty,0,0
Cust31459,49,MALE,High School,prof-specialty,0,0
Cust31461,54,MALE,MD,prof-specialty,0,0
Cust31462,30,MALE,Associate,priv-house-serv,0,0
Cust31463,28,MALE,High School,craft-repair,0,0
Cust31464,29,MALE,High School,craft-repair,0,0
Cust31465,29,MALE,Associate,other-service,0,-15900
Cust31466,29,MALE,High School,craft-repair,0,0
Cust31468,30,MALE,Associate,sales,58200,0
Cust31469,28,MALE,High School,craft-repair,0,0
Cust3147,29,MALE,PhD,protective-serv,47500,-27900
Cust31470,28,MALE,High School,craft-repair,0,0
Cust31471,40,FEMALE,PhD,exec-managerial,51500,0
Cust31472,36,FEMALE,JD,adm-clerical,59500,-54900
Cust31473,45,FEMALE,PhD,machine-op-inspct,51500,0
Cust31474,37,FEMALE,JD,adm-clerical,59500,-54900
Cust31475,35,FEMALE,JD,adm-clerical,59500,-54900
Cust31476,41,FEMALE,MD,exec-managerial,51500,0
Cust31478,36,MALE,Associate,machine-op-inspct,0,0
Cust3148,28,MALE,JD,transport-moving,47500,0
Cust31480,58,MALE,JD,protective-serv,36800,0
Cust31481,56,MALE,JD,priv-house-serv,46300,0
Cust31484,59,MALE,JD,craft-repair,0,0
Cust31486,55,MALE,JD,craft-repair,36800,0
Cust31487,58,MALE,JD,other-service,36800,0
Cust3149,28,MALE,MD,transport-moving,0,0
Cust31490,41,FEMALE,MD,craft-repair,0,0
Cust31491,39,MALE,MD,craft-repair,0,0
Cust31492,37,FEMALE,MD,craft-repair,0,0
Cust31493,38,MALE,College,craft-repair,0,0
Cust31495,37,FEMALE,MD,craft-repair,46300,0
Cust31496,39,FEMALE,MD,adm-clerical,0,0
Cust31497,37,FEMALE,JD,craft-repair,46300,0
Cust31498,55,FEMALE,College,transport-moving,0,0
Cust31499,46,FEMALE,Associate,transport-moving,39400,-63900
Cust31500,47,FEMALE,JD,exec-managerial,0,-45300
Cust31501,60,FEMALE,JD,other-service,0,0
Cust31502,46,FEMALE,JD,adm-clerical,39400,0
Cust31504,43,FEMALE,Masters,transport-moving,34900,0
Cust31505,50,FEMALE,JD,transport-moving,34900,0
Cust31508,31,MALE,PhD,protective-serv,0,0
Cust31509,32,FEMALE,PhD,priv-house-serv,0,0
Cust31510,31,FEMALE,PhD,priv-house-serv,0,0
Cust31511,31,MALE,PhD,protective-serv,0,0
Cust31512,32,FEMALE,PhD,priv-house-serv,44400,-51500
Cust31513,32,MALE,PhD,protective-serv,0,0
Cust31515,31,FEMALE,MD,priv-house-serv,0,-51500
Cust31517,24,FEMALE,MD,priv-house-serv,0,0
Cust31519,24,FEMALE,MD,adm-clerical,0,-45700
Cust31520,28,FEMALE,MD,priv-house-serv,0,-66300
Cust31522,24,MALE,MD,priv-house-serv,0,0
Cust31525,32,FEMALE,Associate,prof-specialty,27600,0
Cust31526,27,FEMALE,Associate,prof-specialty,0,0
Cust31527,27,MALE,Masters,priv-house-serv,35400,0
Cust31531,26,MALE,Associate,prof-specialty,0,0
Cust31532,26,MALE,Associate,priv-house-serv,35400,0
Cust31533,28,FEMALE,High School,craft-repair,27600,0
Cust31534,39,FEMALE,High School,adm-clerical,44000,-20800
Cust31535,32,FEMALE,MD,other-service,55100,0
Cust31536,35,FEMALE,MD,adm-clerical,27700,-72400
Cust31538,35,FEMALE,MD,adm-clerical,55100,0
Cust31539,33,FEMALE,PhD,other-service,27700,-72400
Cust3154,23,FEMALE,High School,tech-support,0,0
Cust31540,37,MALE,High School,adm-clerical,55100,0
Cust31541,32,FEMALE,PhD,other-service,27700,0
Cust31543,36,MALE,JD,prof-specialty,52200,-40400
Cust31544,31,MALE,JD,prof-specialty,52200,-44500
Cust31546,45,MALE,JD,prof-specialty,0,-44500
Cust31547,39,MALE,JD,tech-support,0,0
Cust31548,45,MALE,JD,prof-specialty,0,-44500
Cust31549,33,MALE,JD,other-service,55400,-40400
Cust3155,44,MALE,College,machine-op-inspct,0,-70400
Cust31550,41,MALE,JD,tech-support,0,0
Cust31551,46,MALE,JD,prof-specialty,0,-44500
Cust31553,32,FEMALE,JD,protective-serv,0,0
Cust31554,28,FEMALE,JD,machine-op-inspct,0,-77000
Cust31555,32,FEMALE,JD,protective-serv,0,0
Cust31556,31,MALE,JD,machine-op-inspct,0,-77000
Cust31557,31,FEMALE,JD,machine-op-inspct,0,0
Cust31558,34,MALE,JD,machine-op-inspct,0,0
Cust31559,33,FEMALE,PhD,prof-specialty,0,-77000
Cust3156,42,FEMALE,PhD,armed-forces,48900,-62400
Cust31560,31,FEMALE,JD,prof-specialty,0,0
Cust31561,34,MALE,High School,priv-house-serv,43100,0
Cust31564,34,MALE,PhD,other-service,43100,0
Cust31565,29,MALE,JD,farming-fishing,0,-31900
Cust31566,32,MALE,High School,other-service,59900,-31900
Cust31567,36,MALE,High School,other-service,75400,-31900
Cust31568,34,MALE,High School,other-service,43100,-31900
Cust31569,27,MALE,PhD,other-service,0,-31900
Cust3157,31,FEMALE,Associate,protective-serv,44000,0
Cust31570,53,FEMALE,High School,other-service,0,0
Cust31571,43,MALE,JD,other-service,0,-6300
Cust31572,47,FEMALE,JD,other-service,0,-53200
Cust31573,53,MALE,JD,machine-op-inspct,0,-53200
Cust31574,44,MALE,JD,other-service,0,-53200
Cust31575,50,MALE,JD,farming-fishing,51400,-6300
Cust31576,41,MALE,JD,protective-serv,0,-53200
Cust31577,55,FEMALE,JD,other-service,0,-6300
Cust31578,41,MALE,JD,other-service,0,-6300
Cust31579,37,FEMALE,High School,adm-clerical,0,0
Cust3158,38,FEMALE,PhD,exec-managerial,0,0
Cust31581,38,FEMALE,MD,tech-support,0,-45100
Cust31582,39,FEMALE,JD,other-service,52100,-62500
Cust31583,40,FEMALE,JD,transport-moving,0,0
Cust31584,39,FEMALE,College,other-service,0,-62500
Cust31586,36,FEMALE,JD,adm-clerical,0,-40900
Cust31587,42,FEMALE,JD,other-service,0,-62500
Cust31589,36,MALE,JD,protective-serv,0,0
Cust3159,39,MALE,PhD,other-service,55600,0
Cust31592,44,MALE,Associate,protective-serv,0,0
Cust31593,45,MALE,Associate,protective-serv,0,-48800
Cust31595,35,MALE,Associate,protective-serv,0,-48800
Cust31596,44,MALE,MD,protective-serv,0,-48800
Cust31597,40,MALE,High School,priv-house-serv,59900,0
Cust31598,40,FEMALE,High School,farming-fishing,45800,0
Cust31599,44,FEMALE,Associate,farming-fishing,0,0
Cust3160,27,MALE,College,other-service,0,0
Cust31600,44,FEMALE,High School,farming-fishing,45800,0
Cust31602,44,FEMALE,High School,adm-clerical,0,0
Cust31603,47,FEMALE,High School,machine-op-inspct,45800,0
Cust31604,43,MALE,High School,priv-house-serv,59900,0
Cust31605,47,FEMALE,High School,farming-fishing,45800,0
Cust31606,39,MALE,High School,transport-moving,78300,0
Cust31607,39,MALE,JD,craft-repair,0,-31700
Cust31609,37,MALE,JD,transport-moving,0,0
Cust3161,44,MALE,College,machine-op-inspct,34400,-56800
Cust31611,39,MALE,JD,craft-repair,0,-31700
Cust31612,35,MALE,High School,transport-moving,78300,0
Cust31613,39,FEMALE,Associate,other-service,0,-31700
Cust31614,34,FEMALE,College,sales,16100,-61200
Cust31615,35,FEMALE,High School,tech-support,70500,0
Cust31616,42,FEMALE,JD,tech-support,0,-67400
Cust31617,37,FEMALE,JD,tech-support,70500,0
Cust31618,36,FEMALE,JD,prof-specialty,0,0
Cust31619,41,MALE,College,armed-forces,0,0
Cust3162,43,MALE,College,machine-op-inspct,0,-33600
Cust31621,37,FEMALE,JD,tech-support,48500,-67400
Cust31625,39,FEMALE,Associate,prof-specialty,0,-36800
Cust31626,46,FEMALE,Masters,transport-moving,59600,-50300
Cust31628,43,FEMALE,High School,armed-forces,0,0
Cust31629,39,FEMALE,Associate,prof-specialty,59600,0
Cust3163,49,MALE,PhD,machine-op-inspct,79600,0
Cust31631,43,FEMALE,Associate,transport-moving,59600,0
Cust31632,46,FEMALE,Associate,prof-specialty,59600,-83900
Cust31633,41,MALE,JD,craft-repair,0,-83900
Cust31634,41,FEMALE,JD,priv-house-serv,63100,-79400
Cust31635,41,MALE,Associate,priv-house-serv,0,0
Cust31636,41,MALE,Associate,priv-house-serv,63100,-79400
Cust31637,39,FEMALE,Associate,craft-repair,63100,-83900
Cust31638,40,MALE,Associate,priv-house-serv,63100,-79400
Cust31639,39,FEMALE,JD,priv-house-serv,0,-83900
Cust3164,43,MALE,JD,craft-repair,34400,-33100
Cust31640,39,FEMALE,Associate,priv-house-serv,0,-79400
Cust31641,41,MALE,Associate,craft-repair,63100,-79400
Cust31642,44,MALE,High School,sales,0,0
Cust31643,44,MALE,Associate,sales,0,0
Cust31644,44,FEMALE,College,sales,49900,0
Cust31645,40,FEMALE,Associate,craft-repair,0,0
Cust31647,40,FEMALE,JD,sales,0,0
Cust31648,44,FEMALE,Associate,machine-op-inspct,0,0
Cust3165,42,MALE,High School,craft-repair,41200,0
Cust31650,40,FEMALE,JD,craft-repair,0,-83900
Cust31652,47,MALE,JD,farming-fishing,51400,0
Cust31653,54,MALE,JD,priv-house-serv,0,0
Cust31656,52,MALE,Associate,machine-op-inspct,0,-39100
Cust31657,47,FEMALE,Associate,farming-fishing,0,-6300
Cust31658,52,FEMALE,JD,farming-fishing,0,-6300
Cust3166,56,FEMALE,MD,transport-moving,91900,0
Cust31662,25,MALE,Associate,prof-specialty,0,-74800
Cust31664,22,FEMALE,MD,protective-serv,68500,-75000
Cust31665,27,FEMALE,High School,prof-specialty,0,-75000
Cust31666,27,MALE,High School,tech-support,0,-49300
Cust31667,26,FEMALE,College,handlers-cleaners,0,-75000
Cust31668,24,MALE,Associate,prof-specialty,0,-75000
Cust31669,46,MALE,MD,handlers-cleaners,0,0
Cust3167,46,FEMALE,PhD,prof-specialty,28800,0
Cust31670,45,FEMALE,MD,tech-support,0,-51800
Cust31671,47,FEMALE,MD,exec-managerial,66900,0
Cust31673,46,MALE,High School,exec-managerial,66900,0
Cust31674,45,FEMALE,MD,exec-managerial,66900,-51800
Cust31675,46,MALE,MD,exec-managerial,66900,0
Cust31676,45,FEMALE,High School,handlers-cleaners,0,0
Cust31678,43,FEMALE,High School,priv-house-serv,0,0
Cust31679,43,FEMALE,Associate,craft-repair,0,0
Cust3168,41,FEMALE,College,farming-fishing,55600,0
Cust31680,44,MALE,Associate,craft-repair,0,0
Cust31681,38,MALE,Masters,armed-forces,0,-41400
Cust31682,44,FEMALE,High School,handlers-cleaners,0,0
Cust31683,40,MALE,Associate,handlers-cleaners,53800,-78300
Cust31684,46,FEMALE,Associate,handlers-cleaners,0,0
Cust31686,45,FEMALE,Associate,handlers-cleaners,53800,-41400
Cust31687,32,MALE,MD,adm-clerical,0,-45700
Cust31689,37,FEMALE,Associate,transport-moving,0,-43600
Cust3169,37,MALE,High School,armed-forces,62200,0
Cust31690,32,MALE,College,adm-clerical,0,-63500
Cust31691,35,FEMALE,College,exec-managerial,0,-63500
Cust31693,36,FEMALE,College,machine-op-inspct,0,-63500
Cust31694,33,FEMALE,College,adm-clerical,0,-45700
Cust31695,34,FEMALE,College,machine-op-inspct,0,0
Cust31696,36,MALE,JD,craft-repair,0,0
Cust31697,38,MALE,High School,armed-forces,0,0
Cust31698,38,FEMALE,High School,transport-moving,65100,-50300
Cust31699,36,FEMALE,High School,craft-repair,0,0
Cust31700,41,MALE,High School,farming-fishing,0,0
Cust31702,37,FEMALE,High School,transport-moving,0,-50300
Cust31704,36,FEMALE,High School,armed-forces,0,0
Cust31705,46,MALE,Associate,tech-support,0,-46000
Cust31706,45,FEMALE,Associate,tech-support,54400,0
Cust31707,45,FEMALE,PhD,tech-support,0,0
Cust3171,34,FEMALE,College,craft-repair,37600,-37600
Cust31710,37,MALE,PhD,tech-support,0,0
Cust31711,45,FEMALE,PhD,armed-forces,54400,0
Cust31712,45,MALE,Associate,armed-forces,0,0
Cust31714,44,MALE,Masters,sales,35000,0
Cust31716,46,MALE,Masters,priv-house-serv,37800,0
Cust31717,40,MALE,MD,priv-house-serv,0,0
Cust31718,44,MALE,Masters,priv-house-serv,35000,0
Cust31719,38,FEMALE,MD,farming-fishing,35000,0
Cust3172,33,FEMALE,Masters,craft-repair,30700,-37600
Cust31720,44,FEMALE,Associate,farming-fishing,33300,0
Cust31721,44,FEMALE,Masters,farming-fishing,35000,0
Cust31723,39,FEMALE,JD,tech-support,58100,0
Cust31724,40,FEMALE,MD,protective-serv,0,0
Cust31726,34,FEMALE,College,protective-serv,0,0
Cust31727,41,FEMALE,College,protective-serv,0,0
Cust31728,40,FEMALE,MD,tech-support,0,0
Cust31729,34,FEMALE,JD,protective-serv,58100,0
Cust3173,43,MALE,PhD,sales,62400,-27600
Cust31730,42,FEMALE,College,protective-serv,58100,-49000
Cust31732,30,MALE,College,adm-clerical,0,-40800
Cust31733,30,MALE,PhD,exec-managerial,0,-40800
Cust31735,31,FEMALE,PhD,exec-managerial,58100,-49000
Cust31736,35,MALE,College,exec-managerial,53200,-40800
Cust31737,30,MALE,College,tech-support,0,-53800
Cust31738,32,MALE,JD,exec-managerial,58100,-49000
Cust3174,48,MALE,PhD,sales,47400,-27600
Cust31740,31,FEMALE,JD,protective-serv,0,-49000
Cust31741,40,FEMALE,MD,armed-forces,70600,-48500
Cust31743,43,FEMALE,College,adm-clerical,0,0
Cust31744,42,FEMALE,MD,adm-clerical,0,0
Cust31745,39,FEMALE,MD,prof-specialty,0,-47100
Cust31747,43,FEMALE,College,adm-clerical,0,0
Cust31748,40,FEMALE,JD,adm-clerical,0,-47100
Cust31749,43,FEMALE,College,adm-clerical,0,-45300
Cust3175,26,MALE,High School,handlers-cleaners,0,0
Cust31750,40,FEMALE,JD,other-service,73200,0
Cust31751,44,FEMALE,MD,other-service,73200,0
Cust31752,45,FEMALE,Masters,transport-moving,52900,0
Cust31754,40,FEMALE,Masters,protective-serv,73200,0
Cust31755,39,FEMALE,Masters,protective-serv,60300,0
Cust31757,39,FEMALE,JD,other-service,73200,-58900
Cust31758,40,FEMALE,Masters,other-service,60300,0
Cust31759,45,FEMALE,Masters,other-service,26700,-48800
Cust3176,26,MALE,PhD,handlers-cleaners,13100,0
Cust31761,45,FEMALE,Masters,other-service,0,-47200
Cust31762,46,FEMALE,PhD,craft-repair,0,-48800
Cust31765,46,MALE,Masters,other-service,0,-48800
Cust31766,46,FEMALE,PhD,craft-repair,0,0
Cust31768,27,MALE,Associate,handlers-cleaners,52700,0
Cust31769,28,FEMALE,Associate,handlers-cleaners,0,0
Cust31770,31,FEMALE,MD,armed-forces,0,0
Cust31771,28,MALE,Masters,armed-forces,0,0
Cust31772,31,FEMALE,MD,other-service,0,0
Cust31773,26,MALE,Associate,priv-house-serv,35400,0
Cust31775,25,FEMALE,Masters,priv-house-serv,52700,0
Cust31777,55,FEMALE,High School,protective-serv,53000,0
Cust31778,55,MALE,Associate,protective-serv,21500,0
Cust31779,61,FEMALE,High School,priv-house-serv,53000,0
Cust3178,34,FEMALE,MD,handlers-cleaners,24000,-15700
Cust31781,53,MALE,High School,priv-house-serv,21500,-22400
Cust31782,56,MALE,High School,protective-serv,21500,-22400
Cust31783,51,FEMALE,Associate,priv-house-serv,73000,-37900
Cust31785,57,FEMALE,High School,protective-serv,21500,0
Cust31786,33,FEMALE,PhD,farming-fishing,0,0
Cust31787,33,FEMALE,JD,exec-managerial,0,0
Cust31788,37,FEMALE,JD,armed-forces,54500,-72100
Cust3179,36,FEMALE,High School,exec-managerial,0,-38400
Cust31791,37,FEMALE,JD,tech-support,0,0
Cust31793,41,FEMALE,JD,armed-forces,0,0
Cust31794,36,FEMALE,JD,armed-forces,0,-72100
Cust31795,39,FEMALE,JD,protective-serv,60300,-58900
Cust31796,39,FEMALE,JD,protective-serv,60300,-58900
Cust31797,39,FEMALE,JD,adm-clerical,60300,-54900
Cust31798,39,FEMALE,JD,protective-serv,0,-58900
Cust31799,40,FEMALE,Masters,protective-serv,60300,0
Cust3180,40,MALE,High School,exec-managerial,0,-51800
Cust31800,39,MALE,JD,protective-serv,68500,-57500
Cust31801,39,FEMALE,JD,adm-clerical,60300,-58900
