CustomerID,VehicleModel,VehicleMake,VehicleYOM
Cust3188,Camry,Toyota,3
Cust27256,Impreza,Suburu,3
Cust38080,Camry,Toyota,0
Cust25922,Civic,Chevrolet,2
Cust30321,Legacy,Audi,0
Cust30571,95,Saab,0
Cust13189,ML350,Accura,1
Cust38938,CRV,Accura,1
Cust32698,Pathfinder,Nissan,2
Cust11577,Silverado,Chevrolet,0
Cust35450,RAM,Mercedes,1
Cust4148,Camry,Toyota,2
Cust34911,95,Saab,0
Cust7894,RAM,Audi,0
Cust3478,M5,Toyota,1
Cust28470,Legacy,Suburu,1
Cust18541,Civic,Honda,2
Cust25748,Impreza,Suburu,1
Cust14884,RAM,BMW,1
Cust6290,Jetta,Volkswagen,3
Cust11979,X5,BMW,0
Cust24134,Grand Cherokee,Jeep,0
Cust29285,E400,Mercedes,0
Cust21737,Neon,Honda,1
Cust38357,Highlander,Toyota,2
Cust8217,Silverado,BMW,1
Cust15163,MDX,Saab,1
Cust17472,93,Saab,2
Cust10278,Jetta,Volkswagen,2
Cust11247,95,Saab,0
Cust7365,Malibu,Audi,2
Cust6292,Passat,Chevrolet,0
Cust29804,CRV,Honda,3
Cust31122,Ultima,Nissan,0
Cust18033,93,Saab,0
Cust20561,TL,Accura,1
Cust11689,CRV,Honda,3
Cust5667,Malibu,Suburu,3
Cust10449,Ultima,Jeep,2
Cust10837,Impreza,Toyota,0
Cust5233,Wrangler,Jeep,2
Cust2640,RAM,Saab,1
Cust1405,Silverado,Chevrolet,3
Cust33569,95,Saab,1
Cust5783,Tahoe,Chevrolet,2
Cust30799,Forrestor,Toyota,1
Cust15968,E400,Mercedes,1
Cust23844,X5,BMW,1
Cust13419,Escape,Ford,2
Cust32837,TL,Accura,3
Cust38659,95,BMW,0
Cust15256,Jetta,Volkswagen,2
Cust12663,A5,Audi,3
Cust9316,RAM,Dodge,3
Cust16461,F150,Ford,1
Cust13278,Neon,Dodge,1
Cust19133,TL,Accura,1
Cust5563,X5,BMW,0
Cust33655,RSX,Accura,1
Cust11264,Camry,Toyota,1
Cust18159,Civic,Honda,1
Cust10607,F150,Ford,1
Cust12310,Escape,Ford,2
Cust10512,Fusion,Ford,2
Cust3328,F150,Volkswagen,1
Cust17292,RAM,Dodge,0
Cust17857,CRV,Chevrolet,3
Cust34153,X6,BMW,0
Cust28230,CRV,Honda,3
Cust17453,Pathfinder,Dodge,0
Cust22475,ML350,Nissan,0
Cust38125,Camry,Toyota,1
Cust17972,MDX,Suburu,0
Cust39398,Civic,Accura,0
Cust33704,92x,Saab,1
Cust35712,Camry,Toyota,0
Cust32877,95,Toyota,1
Cust28686,Grand Cherokee,Jeep,3
Cust4318,C300,Mercedes,2
Cust24525,Jetta,Volkswagen,2
Cust36877,Wrangler,Jeep,1
Cust17060,TL,Accura,3
Cust11935,95,Saab,1
Cust37008,RAM,Dodge,2
Cust2704,Civic,Honda,1
Cust10006,C300,Mercedes,0
Cust23296,M5,BMW,0
Cust17090,A5,Honda,3
Cust24934,Fusion,Ford,0
Cust26064,CRV,Nissan,3
Cust3016,E400,Mercedes,2
Cust13017,Legacy,Suburu,1
Cust9559,MDX,Suburu,1
Cust33972,C300,Chevrolet,2
Cust15913,Wrangler,Jeep,1
Cust31595,Neon,BMW,3
Cust34864,Ultima,Suburu,1
Cust28769,Maxima,Jeep,3
Cust13542,Tahoe,Chevrolet,2
Cust22024,Neon,Dodge,0
Cust32427,Pathfinder,Dodge,0
Cust12578,TL,Accura,0
Cust18950,Camry,Toyota,3
Cust32324,Forrestor,Suburu,0
Cust11277,Malibu,Dodge,2
Cust10511,CRV,Honda,2
Cust23182,Neon,Dodge,2
Cust7622,RAM,Dodge,1
Cust17788,Tahoe,Volkswagen,2
Cust37853,Forrestor,Suburu,1
Cust1925,Accord,Honda,1
Cust32094,Pathfinder,Chevrolet,3
Cust2243,MDX,Chevrolet,2
Cust20392,93,Accura,1
Cust22942,Pathfinder,Nissan,3
Cust12615,Neon,Saab,1
Cust10202,MDX,Volkswagen,1
Cust2616,RAM,Dodge,0
Cust32663,Passat,Honda,3
Cust31832,TL,Accura,0
Cust26520,Neon,Dodge,3
Cust19931,Forrestor,Suburu,1
Cust10575,Tahoe,Chevrolet,3
Cust37180,TL,Accura,1
Cust28317,Malibu,Dodge,1
Cust14520,Wrangler,Ford,1
Cust13267,Tahoe,BMW,2
Cust24667,Corolla,Toyota,2
Cust5678,Wrangler,Jeep,2
Cust26581,A3,Accura,2
Cust34909,RAM,Mercedes,0
Cust12894,A3,Audi,2
Cust2737,Impreza,Suburu,1
Cust18134,MDX,Accura,0
Cust30034,Wrangler,Jeep,2
Cust9554,E400,Mercedes,1
Cust6161,Neon,Accura,1
Cust11158,Corolla,Toyota,1
Cust26125,Passat,Toyota,1
Cust22832,95,Chevrolet,1
Cust2165,RAM,Dodge,1
Cust34256,Highlander,Volkswagen,2
Cust21888,Grand Cherokee,Jeep,1
Cust17745,M5,BMW,0
Cust3366,E400,Mercedes,2
Cust7971,E400,Mercedes,1
Cust19044,RAM,Dodge,3
Cust23987,X5,BMW,1
Cust7257,A3,Audi,0
Cust10376,A3,Ford,1
Cust30417,Wrangler,Jeep,0
Cust16505,Accord,Nissan,0
Cust14545,95,Saab,1
Cust16707,Passat,Volkswagen,1
Cust34006,Camry,Accura,2
Cust18393,Silverado,Saab,3
Cust36736,F150,Ford,0
Cust15581,Silverado,Chevrolet,0
Cust15224,C300,Nissan,2
Cust17476,TL,BMW,1
Cust13495,Civic,Honda,1
Cust32175,Ultima,Nissan,1
Cust11699,MDX,Accura,3
Cust6097,RAM,Dodge,3
Cust12909,Fusion,Ford,1
Cust3713,C300,Volkswagen,3
Cust9830,Wrangler,Saab,3
Cust19167,E400,Nissan,0
Cust1591,Escape,Ford,0
Cust26674,F150,Jeep,1
Cust3030,Escape,Nissan,2
Cust35630,A5,Audi,1
Cust31680,3 Series,Nissan,0
Cust34648,Legacy,Nissan,1
Cust16739,Escape,Suburu,1
Cust35213,E400,Dodge,2
Cust8852,Escape,Ford,1
Cust22616,A5,Audi,1
Cust3660,Passat,Volkswagen,2
Cust28621,Camry,BMW,1
Cust34938,RSX,Accura,0
Cust15771,F150,Ford,2
Cust18005,RAM,Dodge,2
Cust37061,Forrestor,BMW,2
Cust5788,93,Saab,0
Cust4728,A3,Audi,2
Cust11769,Tahoe,Chevrolet,0
Cust37189,MDX,Accura,0
Cust19714,A3,Audi,3
Cust33310,X5,Nissan,2
Cust28358,TL,Volkswagen,1
Cust11027,A3,Audi,0
Cust37808,Maxima,Nissan,0
Cust11013,Highlander,Toyota,2
Cust37058,Escape,Dodge,2
Cust27373,X5,BMW,2
Cust24606,RAM,Dodge,0
Cust6452,X6,BMW,0
Cust3319,Accord,Mercedes,2
Cust4924,Grand Cherokee,Jeep,3
Cust35954,Corolla,Toyota,1
Cust15600,RAM,Dodge,2
Cust14657,Highlander,Honda,0
Cust24228,RAM,Dodge,1
Cust28032,Impreza,Dodge,2
Cust11064,Legacy,Volkswagen,1
Cust35341,Malibu,Audi,2
Cust16193,CRV,Honda,3
Cust2523,RAM,Dodge,1
Cust19818,X6,Suburu,0
Cust39474,Impreza,Suburu,1
Cust5623,Escape,Ford,2
Cust14694,Neon,Saab,0
Cust18246,Camry,Accura,2
Cust11415,Pathfinder,Nissan,2
Cust1584,Corolla,Toyota,2
Cust2328,X5,BMW,2
Cust20241,Civic,Chevrolet,2
Cust35139,Jetta,Volkswagen,2
Cust23263,TL,Suburu,2
Cust5613,A5,Mercedes,1
Cust17806,95,Saab,1
Cust15143,Legacy,Suburu,2
Cust23156,95,Saab,1
Cust39412,Grand Cherokee,Toyota,3
Cust25126,M5,Chevrolet,1
Cust27323,Pathfinder,Suburu,2
Cust5749,A5,Audi,0
Cust35687,Camry,Toyota,1
Cust22513,Jetta,Volkswagen,3
Cust17121,Camry,Jeep,3
Cust28443,92x,Honda,1
Cust6856,Highlander,Toyota,3
Cust18734,Passat,Volkswagen,2
Cust30542,CRV,Toyota,3
Cust37122,F150,Ford,3
Cust23297,Malibu,Chevrolet,0
Cust9751,MDX,Volkswagen,1
Cust37021,Legacy,Suburu,1
Cust28419,A5,Dodge,2
Cust29911,Tahoe,Mercedes,0
Cust11334,Camry,Toyota,2
Cust17188,Ultima,Saab,2
Cust13321,RAM,BMW,1
Cust21002,X6,Honda,0
Cust10485,Wrangler,Jeep,3
Cust14347,95,Ford,0
Cust37243,Neon,Dodge,2
Cust36484,RAM,Dodge,0
Cust21476,95,Accura,3
Cust9068,Maxima,Chevrolet,0
Cust10163,A3,Audi,1
Cust24061,95,Dodge,2
Cust7384,Jetta,Volkswagen,1
Cust33496,Grand Cherokee,Jeep,0
Cust37437,Malibu,Chevrolet,0
Cust13497,Malibu,Chevrolet,0
Cust3168,M5,BMW,1
Cust23025,Silverado,Chevrolet,0
Cust25187,93,Ford,0
Cust39225,Camry,Dodge,2
Cust29912,92x,Saab,0
Cust22384,3 Series,Ford,2
Cust4267,F150,Ford,2
Cust1456,Escape,Ford,2
Cust29144,Maxima,Audi,0
Cust12478,Maxima,Nissan,0
Cust29568,ML350,Mercedes,3
Cust25376,Pathfinder,Nissan,2
Cust3329,92x,Honda,0
Cust19119,Neon,BMW,0
Cust12733,E400,Suburu,3
Cust36225,Pathfinder,Nissan,0
Cust38943,M5,BMW,1
Cust39441,93,Volkswagen,3
Cust24054,X5,BMW,2
Cust31609,95,Saab,1
Cust31747,MDX,Nissan,0
Cust20371,Corolla,Toyota,2
Cust33004,Escape,Honda,3
Cust15715,A3,Suburu,3
Cust11927,E400,Audi,0
Cust14203,Maxima,Toyota,3
Cust33016,Passat,Ford,2
Cust13510,Jetta,Volkswagen,0
Cust1015,Neon,Dodge,1
Cust18671,RAM,Ford,1
Cust17990,C300,Audi,0
Cust2771,MDX,Accura,0
Cust30171,Legacy,Suburu,2
Cust14027,Malibu,Nissan,0
Cust13329,A3,Volkswagen,2
Cust10166,92x,Saab,2
Cust15042,CRV,Honda,2
Cust37650,Civic,Honda,0
Cust20032,A5,Honda,3
Cust14209,Civic,Saab,0
Cust23829,Corolla,Toyota,3
Cust25136,X5,BMW,1
Cust12635,TL,Audi,3
Cust22154,X6,Mercedes,0
Cust18086,A5,Ford,2
Cust29364,Civic,Honda,1
Cust12655,Tahoe,Chevrolet,0
Cust22290,Maxima,Saab,0
Cust23964,Fusion,Ford,0
Cust20912,95,Jeep,0
Cust35594,Legacy,Suburu,0
Cust18336,TL,Accura,0
Cust3719,Silverado,Chevrolet,0
Cust28041,Pathfinder,BMW,2
Cust13547,E400,Mercedes,2
Cust14902,Pathfinder,Nissan,2
Cust11664,3 Series,Jeep,1
Cust9266,A3,Audi,0
Cust8949,Passat,Volkswagen,2
Cust9463,Corolla,Toyota,1
Cust6484,Forrestor,Ford,0
Cust25267,RAM,Dodge,2
Cust20963,95,Saab,2
Cust25764,A3,Audi,0
Cust19280,Passat,Volkswagen,0
Cust32019,C300,Mercedes,1
Cust33618,X5,BMW,0
Cust12545,X5,Suburu,3
Cust32181,Ultima,Nissan,0
Cust14119,Malibu,Accura,3
Cust14977,Jetta,Audi,2
Cust38554,93,Toyota,2
Cust2756,92x,Saab,0
Cust24302,92x,Saab,0
Cust16425,93,Saab,0
Cust14674,Wrangler,Jeep,0
Cust16430,RAM,Suburu,2
Cust37651,Impreza,Suburu,1
Cust19459,ML350,Mercedes,1
Cust24670,CRV,Nissan,2
Cust10421,Wrangler,Jeep,2
Cust8591,CRV,Honda,2
Cust19149,Civic,Audi,1
Cust3358,X5,Accura,1
Cust5774,Tahoe,Chevrolet,2
Cust29301,Ultima,Nissan,2
Cust24657,A5,Audi,0
Cust24311,Passat,Volkswagen,2
Cust24926,Maxima,Nissan,2
Cust38947,M5,Saab,2
Cust36006,MDX,Jeep,1
Cust14015,Legacy,Toyota,1
Cust37619,93,Jeep,3
Cust37722,E400,Mercedes,1
Cust27086,Jetta,Volkswagen,1
Cust11746,93,Saab,2
Cust28120,Camry,Toyota,1
Cust14572,Civic,Saab,0
Cust37922,A3,Audi,0
Cust8538,A3,Chevrolet,1
Cust1637,95,Saab,0
Cust19893,Maxima,Ford,2
Cust32430,Grand Cherokee,Jeep,1
Cust12855,Corolla,Toyota,2
Cust25284,Neon,Dodge,2
Cust13624,TL,Mercedes,3
Cust15419,3 Series,Dodge,1
Cust24303,92x,Saab,0
Cust5668,ML350,Mercedes,0
Cust10316,Jetta,Honda,0
Cust33198,Fusion,Ford,2
Cust32634,Jetta,Volkswagen,2
Cust28653,F150,Jeep,0
Cust21652,Fusion,BMW,2
Cust31371,Pathfinder,Dodge,2
Cust17637,3 Series,BMW,2
Cust15424,Fusion,Ford,0
Cust26668,ML350,Mercedes,2
Cust1261,Neon,Dodge,3
Cust31278,RAM,Saab,0
Cust34121,RAM,Dodge,0
Cust28756,Camry,Nissan,2
Cust18392,C300,Mercedes,1
Cust26656,Wrangler,Jeep,1
Cust37608,F150,Ford,1
Cust4580,A3,Audi,3
Cust32167,Wrangler,BMW,3
Cust2351,Jetta,Volkswagen,0
Cust9636,95,Saab,1
Cust7658,Civic,Honda,2
Cust34557,Jetta,Ford,2
Cust35611,Pathfinder,Nissan,2
Cust15544,E400,Nissan,1
Cust23632,A3,Audi,2
Cust1292,X5,BMW,2
Cust13466,X6,BMW,0
Cust15615,Legacy,Nissan,3
Cust12770,Neon,Dodge,2
Cust3779,95,Saab,2
Cust7561,Grand Cherokee,Chevrolet,1
Cust37382,X6,BMW,1
Cust4301,M5,BMW,3
Cust18512,Passat,Dodge,1
Cust19928,Wrangler,Suburu,1
Cust23938,A5,Audi,1
Cust38450,MDX,Mercedes,1
Cust3733,Impreza,Suburu,1
Cust19886,Ultima,Nissan,2
Cust16813,95,Saab,0
Cust31474,Wrangler,Nissan,2
Cust2921,E400,Nissan,0
Cust19008,Neon,Saab,2
Cust36475,Fusion,Nissan,1
Cust12059,F150,Mercedes,1
Cust4054,RAM,Dodge,2
Cust15261,F150,Ford,2
Cust22525,Fusion,Ford,2
Cust21730,Neon,Dodge,2
Cust16127,Neon,Honda,3
Cust33993,95,Suburu,2
Cust4041,RAM,Dodge,2
Cust1622,F150,Ford,0
Cust24705,RAM,Dodge,1
Cust36990,Ultima,Suburu,0
Cust39439,95,Saab,2
Cust5295,CRV,Honda,3
Cust24200,Neon,Dodge,0
Cust36871,Wrangler,Jeep,2
Cust23793,TL,Accura,1
Cust15150,ML350,Mercedes,1
Cust10097,Tahoe,Chevrolet,1
Cust9883,Jetta,Volkswagen,0
Cust11496,RAM,Dodge,2
Cust24760,X5,BMW,1
Cust8849,93,Jeep,0
Cust17168,MDX,Accura,2
Cust4298,Passat,Volkswagen,3
Cust19781,A3,Dodge,2
Cust24271,92x,Saab,2
Cust30937,A3,Ford,1
Cust8981,X5,BMW,0
Cust20631,F150,Ford,1
Cust6074,Pathfinder,Nissan,1
Cust28848,Neon,Honda,1
Cust22370,X5,Honda,3
Cust20357,Neon,Chevrolet,2
Cust16325,Fusion,Ford,1
Cust16614,Neon,Dodge,1
Cust35866,F150,Ford,1
Cust22322,Camry,Toyota,2
Cust6753,X5,BMW,1
Cust26065,Grand Cherokee,Nissan,3
Cust23004,95,Saab,1
Cust25521,Wrangler,Jeep,0
Cust33481,3 Series,BMW,2
Cust21135,Maxima,Nissan,1
Cust6986,RAM,Dodge,2
Cust5979,F150,Ford,2
Cust22306,CRV,Honda,1
Cust25239,Escape,Toyota,0
Cust39313,Escape,Ford,1
Cust9220,RSX,Audi,0
Cust4360,X6,BMW,2
Cust7064,RAM,Mercedes,0
Cust33233,Camry,Toyota,2
Cust11885,C300,Mercedes,0
Cust31648,Wrangler,Jeep,2
Cust4493,Silverado,Chevrolet,1
Cust29400,RSX,Chevrolet,1
Cust12236,MDX,Accura,1
Cust10233,Civic,Honda,1
Cust31813,MDX,Jeep,3
Cust6376,RAM,Dodge,0
Cust19406,Highlander,Toyota,2
Cust7731,Fusion,Ford,3
Cust22405,Impreza,Suburu,3
Cust28175,Fusion,Chevrolet,1
Cust11265,Passat,Volkswagen,2
Cust32732,MDX,Accura,2
Cust7721,M5,BMW,2
Cust9890,Ultima,Toyota,1
Cust16038,M5,BMW,0
Cust35158,Wrangler,Jeep,2
Cust19866,A3,Jeep,3
Cust12724,Jetta,Volkswagen,1
Cust1228,Corolla,Toyota,1
Cust18936,RAM,Nissan,3
Cust27005,TL,Saab,1
Cust16199,TL,Saab,1
Cust20337,3 Series,Ford,2
Cust31461,RAM,Honda,1
Cust28591,Jetta,Suburu,2
Cust9994,Wrangler,Jeep,1
Cust14141,92x,Dodge,1
Cust26522,93,Nissan,0
Cust9214,X5,BMW,3
Cust19027,A3,Audi,1
Cust36344,E400,Mercedes,3
Cust39092,Grand Cherokee,Volkswagen,1
Cust30613,Grand Cherokee,Jeep,2
Cust18043,A3,Toyota,3
Cust11236,Civic,Honda,2
Cust6647,CRV,Honda,2
Cust9898,X6,BMW,1
Cust6591,Maxima,Nissan,1
Cust39315,Escape,Ford,1
Cust8086,Grand Cherokee,Jeep,2
Cust29072,Tahoe,Chevrolet,1
Cust17011,X5,BMW,3
Cust4643,X6,Dodge,2
Cust31596,Escape,Ford,2
Cust7826,Passat,Nissan,1
Cust37992,92x,Nissan,1
Cust17148,A3,Nissan,1
Cust35542,Maxima,Nissan,2
Cust29149,Malibu,Chevrolet,1
Cust6841,Maxima,Toyota,3
Cust11382,X5,Nissan,0
Cust9326,Wrangler,Jeep,1
Cust21736,Highlander,Saab,2
Cust11959,X5,BMW,1
Cust14940,X5,BMW,3
Cust27503,Legacy,Dodge,2
Cust21764,Grand Cherokee,Jeep,1
Cust21956,Tahoe,BMW,2
Cust22630,Escape,Saab,1
Cust17779,Passat,Volkswagen,0
Cust21578,A3,Audi,1
Cust18870,RAM,Dodge,2
Cust34719,95,Suburu,0
Cust10612,Tahoe,Chevrolet,1
Cust21343,Legacy,Suburu,2
Cust22628,X6,BMW,1
Cust12440,RAM,Dodge,0
Cust28691,Camry,Toyota,3
Cust6673,C300,Mercedes,0
Cust22715,Legacy,Toyota,1
Cust12172,Escape,Honda,1
Cust36667,RAM,Dodge,2
Cust25010,Escape,Ford,1
Cust36766,Silverado,Accura,0
Cust12640,95,Dodge,1
Cust29558,Jetta,Volkswagen,2
Cust22129,Tahoe,Saab,3
Cust14830,Wrangler,Jeep,2
Cust5132,Impreza,Suburu,2
Cust31007,RAM,Dodge,0
Cust39451,Civic,Ford,0
Cust20821,Camry,Toyota,1
Cust25930,Passat,Volkswagen,1
Cust35060,93,Audi,0
Cust33632,Wrangler,Suburu,1
Cust7069,Neon,Dodge,2
Cust23486,C300,Mercedes,3
Cust19403,A3,Saab,0
Cust36458,Camry,Dodge,2
Cust36048,95,Saab,1
Cust39433,Pathfinder,Chevrolet,2
Cust29642,RSX,Accura,0
Cust17687,Tahoe,Chevrolet,3
Cust8071,A5,BMW,1
Cust34442,Accord,BMW,1
Cust33679,RAM,Mercedes,0
Cust10458,F150,Honda,2
Cust6193,92x,Saab,0
Cust6445,92x,BMW,1
Cust11078,Highlander,Toyota,2
Cust30086,Neon,Volkswagen,2
Cust4403,RAM,Saab,2
Cust37592,A5,Saab,1
Cust15112,Accord,Honda,2
Cust1347,Forrestor,Suburu,1
Cust1495,RAM,Dodge,3
Cust36284,A5,Mercedes,3
Cust11134,Malibu,Chevrolet,0
Cust36689,Tahoe,Chevrolet,0
Cust26480,Jetta,Volkswagen,1
Cust31632,Ultima,Nissan,3
Cust5925,Passat,Volkswagen,1
Cust28662,RAM,Toyota,0
Cust36980,Jetta,Volkswagen,1
Cust13634,Highlander,Toyota,2
Cust14338,Neon,Honda,0
Cust2166,RAM,Dodge,1
Cust25502,Neon,Nissan,0
Cust32397,Accord,Honda,3
Cust25697,M5,BMW,2
Cust38794,C300,Mercedes,1
Cust2057,Silverado,Dodge,0
Cust17245,Camry,Toyota,2
Cust16755,A3,BMW,2
Cust17619,3 Series,Saab,2
Cust16599,MDX,Accura,0
Cust34095,Malibu,Mercedes,1
Cust38977,Wrangler,Jeep,2
Cust28607,C300,Mercedes,2
Cust32266,Grand Cherokee,Jeep,0
Cust22653,RAM,Dodge,2
Cust4285,Passat,Dodge,3
Cust30463,Neon,Saab,3
Cust39215,3 Series,BMW,2
Cust12368,F150,Ford,3
Cust38679,92x,Saab,2
Cust22035,M5,BMW,1
Cust19190,Ultima,Nissan,0
Cust16483,RSX,Accura,1
Cust23010,Legacy,Accura,2
Cust11291,95,Saab,2
Cust26940,Legacy,Suburu,2
Cust4278,92x,Saab,2
Cust13324,Forrestor,Suburu,1
Cust10580,A5,Audi,2
Cust1264,RAM,Dodge,1
Cust22978,M5,Suburu,3
Cust36158,Silverado,Chevrolet,1
Cust39114,Forrestor,Saab,2
Cust15941,E400,Accura,2
Cust6643,Fusion,Honda,1
Cust3902,RAM,Dodge,3
Cust15173,Ultima,Chevrolet,1
Cust12411,A3,Audi,2
Cust30873,Jetta,Honda,0
Cust17742,MDX,Audi,1
Cust18218,F150,Ford,2
Cust36532,3 Series,BMW,3
Cust19174,RAM,Suburu,2
Cust27931,TL,Volkswagen,1
Cust32014,C300,Jeep,1
Cust38937,CRV,Accura,1
Cust33975,Maxima,Toyota,2
Cust25765,Forrestor,Suburu,0
Cust8651,Neon,Dodge,0
Cust25819,92x,Saab,3
Cust13205,MDX,Accura,1
Cust37858,MDX,Suburu,0
Cust1049,Passat,Volkswagen,0
Cust3616,TL,Accura,1
Cust18922,Ultima,BMW,2
Cust22203,Silverado,Chevrolet,1
Cust39320,RSX,Accura,0
Cust12004,Wrangler,Jeep,3
Cust29715,E400,Mercedes,0
Cust27893,Pathfinder,Nissan,2
Cust26750,RAM,Dodge,0
Cust29153,Malibu,Saab,1
Cust21035,Wrangler,Jeep,1
Cust27436,E400,Accura,2
Cust1859,Pathfinder,Nissan,0
Cust36861,TL,Accura,0
Cust7736,Legacy,Honda,2
Cust8809,Silverado,Chevrolet,1
Cust38281,C300,Mercedes,3
Cust35346,A5,Suburu,1
Cust10513,Fusion,Ford,1
Cust22990,Tahoe,Suburu,3
Cust16465,Wrangler,Jeep,1
Cust9019,Tahoe,Chevrolet,3
Cust33176,CRV,Honda,3
Cust28371,TL,Dodge,3
Cust26930,92x,Volkswagen,3
Cust3171,95,Chevrolet,3
Cust15215,Legacy,Ford,3
Cust11538,RAM,Dodge,3
Cust1889,TL,Accura,3
Cust14585,Malibu,Chevrolet,2
Cust9587,Accord,Honda,0
Cust23913,93,Saab,0
Cust23105,Escape,Ford,2
Cust29330,Silverado,Audi,3
Cust26698,95,Saab,3
Cust11962,Legacy,Suburu,2
Cust20710,Grand Cherokee,Jeep,2
Cust7062,C300,Mercedes,1
Cust16757,M5,Toyota,2
Cust1518,Wrangler,Jeep,0
Cust15381,95,Audi,0
Cust23798,A5,Audi,1
Cust21519,Silverado,Suburu,2
Cust36241,F150,Ford,3
Cust37945,Jetta,Volkswagen,2
Cust35828,Pathfinder,Volkswagen,3
Cust26584,F150,Saab,1
Cust3725,Fusion,Ford,2
Cust31546,Pathfinder,Nissan,2
Cust27873,F150,Nissan,2
Cust9063,Maxima,Nissan,1
Cust36679,Escape,Ford,2
Cust28195,Silverado,Chevrolet,1
Cust3766,Accord,Dodge,0
Cust10586,Wrangler,Jeep,3
Cust14174,Impreza,Suburu,2
Cust8293,RAM,Dodge,1
Cust39322,RSX,Accura,0
Cust11324,A5,Audi,1
Cust39188,Camry,Toyota,1
Cust2792,F150,Mercedes,3
Cust35268,95,Saab,0
Cust22999,Escape,Ford,0
Cust34516,Corolla,Saab,3
Cust21333,Camry,Toyota,0
Cust8548,MDX,Accura,2
Cust20711,92x,Saab,2
Cust27453,MDX,Accura,0
Cust17304,Malibu,Ford,3
Cust6987,Forrestor,Dodge,2
Cust13890,92x,Accura,0
Cust1720,Jetta,Volkswagen,1
Cust23740,Silverado,Chevrolet,2
Cust11006,Wrangler,Jeep,3
Cust39454,E400,Honda,2
Cust34596,Wrangler,Jeep,0
Cust10529,CRV,Honda,1
Cust30314,Ultima,Jeep,0
Cust10401,RSX,Accura,0
Cust37822,Wrangler,Mercedes,3
Cust30209,95,Saab,0
Cust3214,Tahoe,Chevrolet,0
Cust1445,Neon,Dodge,3
Cust15856,Escape,Mercedes,3
Cust15833,Neon,BMW,2
Cust12892,MDX,Accura,1
Cust12774,Tahoe,Dodge,2
Cust3139,A3,Chevrolet,0
Cust14482,Legacy,Suburu,0
Cust37054,A3,Dodge,0
Cust10672,Neon,Dodge,2
Cust22518,95,Accura,2
Cust13025,Jetta,Toyota,2
Cust22861,RAM,Audi,1
Cust16511,A5,Accura,0
Cust25368,Fusion,Nissan,3
Cust3342,MDX,Audi,0
Cust25371,Passat,Dodge,1
Cust14658,Wrangler,Mercedes,2
Cust20280,92x,Saab,1
Cust3187,Maxima,Toyota,2
Cust39187,Camry,Nissan,1
Cust7866,Jetta,Honda,2
Cust31493,Forrestor,Suburu,1
Cust1745,RAM,Dodge,2
Cust25374,Pathfinder,Nissan,2
Cust1701,M5,BMW,1
Cust19993,Wrangler,Jeep,3
Cust4781,RAM,Saab,1
Cust15416,Legacy,Suburu,2
Cust9565,C300,Mercedes,0
Cust9126,92x,Saab,0
Cust8152,Forrestor,Suburu,1
Cust35608,Impreza,Suburu,0
Cust38920,C300,Mercedes,1
Cust36631,RAM,Dodge,1
Cust4593,Ultima,Volkswagen,1
Cust12485,Fusion,Ford,3
Cust5626,Grand Cherokee,Toyota,2
Cust12376,Pathfinder,Audi,0
Cust11693,RAM,Dodge,0
Cust10155,Fusion,Dodge,3
Cust1581,Fusion,Ford,2
Cust11505,Camry,Dodge,1
Cust25450,95,Suburu,0
Cust25777,Escape,Ford,2
Cust13299,A5,BMW,1
Cust5193,Maxima,Nissan,2
Cust20654,Escape,Ford,2
Cust8417,Silverado,Chevrolet,1
Cust23249,X5,BMW,1
Cust33688,Forrestor,Suburu,0
Cust34742,Corolla,Chevrolet,3
Cust36129,Pathfinder,Nissan,0
Cust26261,Jetta,BMW,1
Cust20721,Camry,Chevrolet,0
Cust29173,ML350,Toyota,3
Cust34422,Highlander,Dodge,2
Cust9331,X5,BMW,0
Cust11829,Jetta,Dodge,3
Cust25244,A3,Audi,1
Cust14892,Pathfinder,Toyota,2
Cust38211,ML350,Volkswagen,2
Cust6314,A5,Mercedes,0
Cust7911,A5,Accura,0
Cust19761,Wrangler,Jeep,3
Cust32863,RSX,Suburu,1
Cust19011,TL,Accura,3
Cust38246,A5,Audi,0
Cust15288,Forrestor,Suburu,0
Cust8126,Camry,Toyota,3
Cust14136,MDX,Nissan,1
Cust24115,Silverado,Chevrolet,2
Cust7927,Escape,Ford,1
Cust18390,C300,BMW,1
Cust32840,Forrestor,Nissan,3
Cust7264,C300,Suburu,0
Cust37641,95,Saab,2
Cust32102,Escape,Jeep,0
Cust28257,ML350,Mercedes,0
Cust39117,Wrangler,Jeep,3
Cust16861,M5,Chevrolet,3
Cust26761,Corolla,Toyota,0
Cust22036,M5,Honda,0
Cust1796,Grand Cherokee,Jeep,0
Cust38379,Fusion,Ford,0
Cust18458,ML350,Mercedes,1
Cust26816,Grand Cherokee,Ford,2
Cust1417,ML350,Mercedes,1
Cust38767,Passat,Jeep,2
Cust6208,Forrestor,Suburu,3
Cust27449,MDX,Ford,1
Cust2834,Passat,Accura,3
Cust5830,ML350,Mercedes,3
Cust28173,Fusion,Saab,2
Cust6616,Corolla,Toyota,1
Cust26630,Impreza,Mercedes,1
Cust24347,Highlander,Toyota,3
Cust33586,Escape,Ford,3
Cust29119,Neon,Accura,1
Cust36543,Jetta,Volkswagen,0
Cust8059,Tahoe,Jeep,3
Cust34657,F150,Accura,2
Cust19719,Ultima,Nissan,2
